t	f	
0.004730	-0.475497	
0.004740	-0.399706	
0.004750	-0.320585	
0.004760	-0.239003	
0.004770	-0.155852	
0.004780	-0.072026	
0.004790	0.011580	
0.004800	0.094081	
0.004810	0.174616	
0.004820	0.252351	
0.004830	0.326492	
0.004840	0.396291	
0.004850	0.460671	
0.004860	0.519338	
0.004870	0.571748	
0.004880	0.617431	
0.004890	0.655994	
0.004900	0.687120	
0.004910	0.710568	
0.004920	0.726449	
0.004930	0.733914	
0.004940	0.732534	
0.004950	0.722671	
0.004960	0.706950	
0.004970	0.684495	
0.004980	0.655010	
0.004990	0.619010	
0.005000	0.576951	
0.005010	0.529354	
0.005020	0.476794	
0.005030	0.419892	
0.005040	0.359308	
0.005050	0.295731	
0.005060	0.229873	
0.005070	0.162461	
0.005080	0.094218	
0.005090	0.025789	
0.005100	-0.041997	
0.005110	-0.108440	
0.005120	-0.172858	
0.005130	-0.234598	
0.005140	-0.293045	
0.005150	-0.347625	
0.005160	-0.397813	
0.005170	-0.443140	
0.005180	-0.483189	
0.005190	-0.517607	
0.005200	-0.546102	
0.005210	-0.568442	
0.005220	-0.584664	
0.005230	-0.594151	
0.005240	-0.596967	
0.005250	-0.591584	
0.005260	-0.582045	
0.005270	-0.566497	
0.005280	-0.545504	
0.005290	-0.518971	
0.005300	-0.487320	
0.005310	-0.450946	
0.005320	-0.410290	
0.005330	-0.365839	
0.005340	-0.318110	
0.005350	-0.267653	
0.005360	-0.215035	
0.005370	-0.160843	
0.005380	-0.105669	
0.005390	-0.050109	
0.005400	0.005246	
0.005410	0.059812	
0.005420	0.113026	
0.005430	0.164342	
0.005440	0.213245	
0.005450	0.259250	
0.005460	0.301910	
0.005470	0.340819	
0.005480	0.375615	
0.005490	0.405983	
0.005500	0.431657	
0.005510	0.452423	
0.005520	0.468244	
0.005530	0.478680	
0.005540	0.483791	
0.005550	0.482787	
0.005560	0.476066	
0.005570	0.465891	
0.005580	0.451088	
0.005590	0.431934	
0.005600	0.408611	
0.005610	0.381136	
0.005620	0.350005	
0.005630	0.315591	
0.005640	0.278300	
0.005650	0.238562	
0.005660	0.196829	
0.005670	0.153569	
0.005680	0.109259	
0.005690	0.064380	
0.005700	0.019414	
0.005710	-0.025162	
0.005720	-0.068884	
0.005730	-0.111301	
0.005740	-0.151983	
0.005750	-0.190522	
0.005760	-0.226540	
0.005770	-0.259689	
0.005780	-0.289657	
0.005790	-0.316167	
0.005800	-0.338982	
0.005810	-0.357903	
0.005820	-0.372840	
0.005830	-0.383485	
0.005840	-0.389873	
0.005850	-0.391574	
0.005860	-0.388274	
0.005870	-0.381789	
0.005880	-0.371761	
0.005890	-0.358011	
0.005900	-0.340810	
0.005910	-0.320335	
0.005920	-0.296686	
0.005930	-0.270224	
0.005940	-0.241261	
0.005950	-0.210134	
0.005960	-0.177200	
0.005970	-0.142831	
0.005980	-0.107406	
0.005990	-0.071316	
0.006000	-0.034949	
0.006010	0.001306	
0.006020	0.037069	
0.006030	0.071968	
0.006040	0.105646	
0.006050	0.137762	
0.006060	0.167999	
0.006070	0.196061	
0.006080	0.221679	
0.006090	0.244614	
0.006100	0.264654	
0.006110	0.281707	
0.006120	0.295477	
0.006130	0.305835	
0.006140	0.312800	
0.006150	0.316176	
0.006160	0.315311	
0.006170	0.311127	
0.006180	0.304346	
0.006190	0.294834	
0.006200	0.282366	
0.006210	0.267185	
0.006220	0.249455	
0.006230	0.229369	
0.006240	0.207080	
0.006250	0.182902	
0.006260	0.157116	
0.006270	0.130012	
0.006280	0.101895	
0.006290	0.073074	
0.006300	0.043863	
0.006310	0.014574	
0.006320	-0.014480	
0.006330	-0.042998	
0.006340	-0.070683	
0.006350	-0.097256	
0.006360	-0.122448	
0.006370	-0.146013	
0.006380	-0.167720	
0.006390	-0.187364	
0.006400	-0.204823	
0.006410	-0.219845	
0.006420	-0.232286	
0.006430	-0.242030	
0.006440	-0.249089	
0.006450	-0.253299	
0.006460	-0.254389	
0.006470	-0.252430	
0.006480	-0.248035	
0.006490	-0.241517	
0.006500	-0.232738	
0.006510	-0.221700	
0.006520	-0.208468	
0.006530	-0.193264	
0.006540	-0.176258	
0.006550	-0.157638	
0.006560	-0.137609	
0.006570	-0.116391	
0.006580	-0.094186	
0.006590	-0.071283	
0.006600	-0.047931	
0.006610	-0.024383	
0.006620	-0.000890	
0.006630	0.022300	
0.006640	0.044946	
0.006650	0.066817	
0.006660	0.087690	
0.006670	0.107408	
0.006680	0.125728	
0.006690	0.142464	
0.006700	0.157451	
0.006710	0.170542	
0.006720	0.181613	
0.006730	0.190560	
0.006740	0.197389	
0.006750	0.201953	
0.006760	0.204118	
0.006770	0.203700	
0.006780	0.201163	
0.006790	0.196807	
0.006800	0.190675	
0.006810	0.182752	
0.006820	0.173070	
0.006830	0.161682	
0.006840	0.148781	
0.006850	0.134511	
0.006860	0.119033	
0.006870	0.102516	
0.006880	0.085143	
0.006890	0.067102	
0.006900	0.048588	
0.006910	0.029800	
0.006920	0.010939	
0.006930	-0.007796	
0.006940	-0.026206	
0.006950	-0.044100	
0.006960	-0.061293	
0.006970	-0.077606	
0.006980	-0.092875	
0.006990	-0.106946	
0.007000	-0.119678	
0.007010	-0.130950	
0.007020	-0.140652	
0.007030	-0.148756	
0.007040	-0.155140	
0.007050	-0.159733	
0.007060	-0.162443	
0.007070	-0.163056	
0.007080	-0.161953	
0.007090	-0.159181	
0.007100	-0.154911	
0.007110	-0.149315	
0.007120	-0.142323	
0.007130	-0.133977	
0.007140	-0.124361	
0.007150	-0.113581	
0.007160	-0.101739	
0.007170	-0.089002	
0.007180	-0.075511	
0.007190	-0.061414	
0.007200	-0.046864	
0.007210	-0.032018	
0.007220	-0.017036	
0.007230	-0.002077	
0.007240	0.012702	
0.007250	0.027146	
0.007260	0.041104	
0.007270	0.054433	
0.007280	0.066998	
0.007290	0.078672	
0.007300	0.089340	
0.007310	0.098898	
0.007320	0.107299	
0.007330	0.114431	
0.007340	0.120225	
0.007350	0.124616	
0.007360	0.127537	
0.007370	0.128868	
0.007380	0.128757	
0.007390	0.127304	
0.007400	0.124672	
0.007410	0.120749	
0.007420	0.115779	
0.007430	0.109738	
0.007440	0.102668	
0.007450	0.094640	
0.007460	0.085742	
0.007470	0.076073	
0.007480	0.065741	
0.007490	0.054852	
0.007500	0.043543	
0.007510	0.031939	
0.007520	0.020163	
0.007530	0.008342	
0.007540	-0.003399	
0.007550	-0.014937	
0.007560	-0.026152	
0.007570	-0.036928	
0.007580	-0.047157	
0.007590	-0.056758	
0.007600	-0.065621	
0.007610	-0.073659	
0.007620	-0.080795	
0.007630	-0.086960	
0.007640	-0.092092	
0.007650	-0.096137	
0.007660	-0.099040	
0.007670	-0.100723	
0.007680	-0.101255	
0.007690	-0.100718	
0.007700	-0.099141	
0.007710	-0.096561	
0.007720	-0.093061	
0.007730	-0.088759	
0.007740	-0.083649	
0.007750	-0.077769	
0.007760	-0.071177	
0.007770	-0.063944	
0.007780	-0.056149	
0.007790	-0.047879	
0.007800	-0.039225	
0.007810	-0.030282	
0.007820	-0.021147	
0.007830	-0.011918	
0.007840	-0.002694	
0.007850	0.006428	
0.007860	0.015352	
0.007870	0.023988	
0.007880	0.032245	
0.007890	0.040042	
0.007900	0.047300	
0.007910	0.053947	
0.007920	0.059918	
0.007930	0.065154	
0.007940	0.069604	
0.007950	0.073219	
0.007960	0.075953	
0.007970	0.077751	
0.007980	0.078664	
0.007990	0.078736	
