t	f	
0.001520	-3.406677	
0.001530	-3.007320	
0.001540	-2.574986	
0.001550	-2.115572	
0.001560	-1.635264	
0.001570	-1.140431	
0.001580	-0.637559	
0.001590	-0.133134	
0.001600	0.366417	
0.001610	0.854816	
0.001620	1.325980	
0.001630	1.774178	
0.001640	2.194009	
0.001650	2.580498	
0.001660	2.929167	
0.001670	3.236065	
0.001680	3.497822	
0.001690	3.711632	
0.001700	3.874118	
0.001710	3.985160	
0.001720	4.043917	
0.001730	4.050328	
0.001740	3.999349	
0.001750	3.904400	
0.001760	3.761510	
0.001770	3.572952	
0.001780	3.342802	
0.001790	3.073308	
0.001800	2.768366	
0.001810	2.432289	
0.001820	2.069732	
0.001830	1.685618	
0.001840	1.285111	
0.001850	0.873515	
0.001860	0.456208	
0.001870	0.038562	
0.001880	-0.374115	
0.001890	-0.776641	
0.001900	-1.164038	
0.001910	-1.531597	
0.001920	-1.874903	
0.001930	-2.189906	
0.001940	-2.472969	
0.001950	-2.720879	
0.001960	-2.930916	
0.001970	-3.099634	
0.001980	-3.226682	
0.001990	-3.310959	
0.002000	-3.351832	
0.002010	-3.344245	
0.002020	-3.296150	
0.002030	-3.210533	
0.002040	-3.085605	
0.002050	-2.923346	
0.002060	-2.727315	
0.002070	-2.499311	
0.002080	-2.242616	
0.002090	-1.960842	
0.002100	-1.657878	
0.002110	-1.337839	
0.002120	-1.005010	
0.002130	-0.663787	
0.002140	-0.318621	
0.002150	0.026054	
0.002160	0.365868	
0.002170	0.696571	
0.002180	1.014097	
0.002190	1.314582	
0.002200	1.594427	
0.002210	1.850337	
0.002220	2.079360	
0.002230	2.278926	
0.002240	2.446850	
0.002250	2.580269	
0.002260	2.679070	
0.002270	2.742419	
0.002280	2.769830	
0.002290	2.755113	
0.002300	2.712020	
0.002310	2.635560	
0.002320	2.526924	
0.002330	2.387826	
0.002340	2.221347	
0.002350	2.028937	
0.002360	1.813350	
0.002370	1.577607	
0.002380	1.324955	
0.002390	1.058813	
0.002400	0.782735	
0.002410	0.500362	
0.002420	0.215371	
0.002430	-0.068586	
0.002440	-0.347914	
0.002450	-0.619140	
0.002460	-0.878931	
0.002470	-1.124136	
0.002480	-1.351826	
0.002490	-1.559328	
0.002500	-1.744258	
0.002510	-1.904540	
0.002520	-2.037391	
0.002530	-2.142527	
0.002540	-2.218974	
0.002550	-2.266244	
0.002560	-2.283780	
0.002570	-2.266648	
0.002580	-2.226631	
0.002590	-2.159078	
0.002600	-2.065235	
0.002610	-1.946573	
0.002620	-1.805621	
0.002630	-1.643688	
0.002640	-1.463078	
0.002650	-1.266313	
0.002660	-1.056091	
0.002670	-0.835253	
0.002680	-0.606741	
0.002690	-0.373566	
0.002700	-0.138755	
0.002710	0.094689	
0.002720	0.323818	
0.002730	0.545797	
0.002740	0.757904	
0.002750	0.957572	
0.002760	1.142422	
0.002770	1.310290	
0.002780	1.459252	
0.002790	1.587643	
0.002800	1.693341	
0.002810	1.776055	
0.002820	1.835027	
0.002830	1.869764	
0.002840	1.880401	
0.002850	1.865530	
0.002860	1.828910	
0.002870	1.769326	
0.002880	1.688278	
0.002890	1.587021	
0.002900	1.467708	
0.002910	1.331424	
0.002920	1.180100	
0.002930	1.015840	
0.002940	0.840889	
0.002950	0.657605	
0.002960	0.468425	
0.002970	0.275836	
0.002980	0.082328	
0.002990	-0.109630	
0.003000	-0.297619	
0.003010	-0.479314	
0.003020	-0.652496	
0.003030	-0.815075	
0.003040	-0.965120	
0.003050	-1.100880	
0.003060	-1.220806	
0.003070	-1.322880	
0.003080	-1.406721	
0.003090	-1.471504	
0.003100	-1.516640	
0.003110	-1.541739	
0.003120	-1.546533	
0.003130	-1.527167	
0.003140	-1.493948	
0.003150	-1.442041	
0.003160	-1.372710	
0.003170	-1.287015	
0.003180	-1.186797	
0.003190	-1.072921	
0.003200	-0.946990	
0.003210	-0.810755	
0.003220	-0.666076	
0.003230	-0.514897	
0.003240	-0.359225	
0.003250	-0.201098	
0.003260	-0.042554	
0.003270	0.114387	
0.003280	0.267762	
0.003290	0.415666	
0.003300	0.556299	
0.003310	0.687969	
0.003320	0.809118	
0.003330	0.918338	
0.003340	1.014384	
0.003350	1.095588	
0.003360	1.161722	
0.003370	1.212141	
0.003380	1.246385	
0.003390	1.264133	
0.003400	1.263080	
0.003410	1.245959	
0.003420	1.215776	
0.003430	1.170919	
0.003440	1.111976	
0.003450	1.039839	
0.003460	0.956073	
0.003470	0.861364	
0.003480	0.757042	
0.003490	0.644546	
0.003500	0.525408	
0.003510	0.401226	
0.003520	0.273645	
0.003530	0.144328	
0.003540	0.014936	
0.003550	-0.112885	
0.003560	-0.237532	
0.003570	-0.357463	
0.003580	-0.471219	
0.003590	-0.577438	
0.003600	-0.674866	
0.003610	-0.762371	
0.003620	-0.838387	
0.003630	-0.902666	
0.003640	-0.954549	
0.003650	-0.993532	
0.003660	-1.019256	
0.003670	-1.031439	
0.003680	-1.028673	
0.003690	-1.012969	
0.003700	-0.986310	
0.003710	-0.947803	
0.003720	-0.897951	
0.003730	-0.837499	
0.003740	-0.767348	
0.003750	-0.688952	
0.003760	-0.602921	
0.003770	-0.510439	
0.003780	-0.412761	
0.003790	-0.311196	
0.003800	-0.207079	
0.003810	-0.101764	
0.003820	0.003398	
0.003830	0.107071	
0.003840	0.207960	
0.003850	0.304817	
0.003860	0.396462	
0.003870	0.481799	
0.003880	0.559826	
0.003890	0.629639	
0.003900	0.689948	
0.003910	0.740614	
0.003920	0.781121	
0.003930	0.811077	
0.003940	0.830196	
0.003950	0.838567	
0.003960	0.834398	
0.003970	0.819915	
0.003980	0.797094	
0.003990	0.764289	
0.004000	0.722385	
0.004010	0.672004	
0.004020	0.613890	
0.004030	0.549276	
0.004040	0.478625	
0.004050	0.402906	
0.004060	0.323141	
0.004070	0.240390	
0.004080	0.155742	
0.004090	0.070292	
0.004100	-0.014863	
0.004110	-0.098646	
0.004120	-0.180011	
0.004130	-0.257954	
0.004140	-0.331527	
0.004150	-0.399849	
0.004160	-0.462116	
0.004170	-0.517123	
0.004180	-0.564749	
0.004190	-0.604491	
0.004200	-0.635946	
0.004210	-0.658842	
0.004220	-0.673014	
0.004230	-0.678184	
0.004240	-0.672239	
0.004250	-0.659429	
0.004260	-0.639787	
0.004270	-0.612288	
0.004280	-0.577491	
0.004290	-0.535940	
0.004300	-0.488265	
0.004310	-0.435168	
0.004320	-0.377646	
0.004330	-0.316164	
0.004340	-0.251549	
0.004350	-0.184659	
0.004360	-0.116371	
0.004370	-0.047568	
0.004380	0.020871	
0.004390	0.088081	
0.004400	0.153223	
0.004410	0.215498	
0.004420	0.274149	
0.004430	0.328141	
0.004440	0.377129	
0.004450	0.420575	
0.004460	0.458018	
0.004470	0.489079	
0.004480	0.513461	
0.004490	0.530950	
0.004500	0.541528	
0.004510	0.544720	
0.004520	0.538768	
0.004530	0.528220	
0.004540	0.511483	
0.004550	0.488604	
0.004560	0.459926	
0.004570	0.425887	
0.004580	0.387001	
0.004590	0.343834	
0.004600	0.297001	
0.004610	0.247153	
0.004620	0.194969	
0.004630	0.141148	
0.004640	0.086395	
0.004650	0.031419	
0.004660	-0.023082	
0.004670	-0.076425	
0.004680	-0.127957	
0.004690	-0.177053	
0.004700	-0.223134	
0.004710	-0.265664	
0.004720	-0.304162	
0.004730	-0.338205	
0.004740	-0.367433	
0.004750	-0.391550	
0.004760	-0.410323	
0.004770	-0.423770	
0.004780	-0.431327	
0.004790	-0.432733	
0.004800	-0.427401	
0.004810	-0.418742	
0.004820	-0.404749	
0.004830	-0.386122	
0.004840	-0.362811	
0.004850	-0.335288	
0.004860	-0.303963	
0.004870	-0.269289	
0.004880	-0.231757	
0.004890	-0.191888	
0.004900	-0.150223	
0.004910	-0.107318	
0.004920	-0.063735	
0.004930	-0.020036	
0.004940	0.023224	
0.004950	0.065506	
0.004960	0.106289	
0.004970	0.145083	
0.004980	0.181429	
0.004990	0.214905	
0.005000	0.245134	
0.005010	0.271784	
0.005020	0.294572	
0.005030	0.313266	
0.005040	0.327844	
0.005050	0.337864	
0.005060	0.343196	
0.005070	0.343669	
0.005080	0.338954	
0.005090	0.331380	
0.005100	0.319739	
0.005110	0.304440	
0.005120	0.285656	
0.005130	0.263456	
0.005140	0.238280	
0.005150	0.210491	
0.005160	0.180481	
0.005170	0.148662	
0.005180	0.115467	
0.005190	0.081337	
0.005200	0.046717	
0.005210	0.012055	
0.005220	-0.022212	
0.005230	-0.055655	
0.005240	-0.087866	
0.005250	-0.118455	
0.005260	-0.147063	
0.005270	-0.173357	
0.005280	-0.197040	
0.005290	-0.217854	
0.005300	-0.235576	
0.005310	-0.250133	
0.005320	-0.261189	
0.005330	-0.268618	
0.005340	-0.272466	
0.005350	-0.272189	
0.005360	-0.268086	
0.005370	-0.261395	
0.005380	-0.251885	
0.005390	-0.239383	
0.005400	-0.224152	
0.005410	-0.206389	
0.005420	-0.186232	
0.005430	-0.164043	
0.005440	-0.140133	
0.005450	-0.114830	
0.005460	-0.088475	
0.005470	-0.061419	
0.005480	-0.034014	
0.005490	-0.006613	
0.005500	0.020439	
0.005510	0.046803	
0.005520	0.072158	
0.005530	0.096198	
0.005540	0.118640	
0.005550	0.139224	
0.005560	0.157717	
0.005570	0.173916	
0.005580	0.187707	
0.005590	0.198839	
0.005600	0.207188	
0.005610	0.212766	
0.005620	0.215393	
0.005630	0.214543	
0.005640	0.211037	
0.005650	0.205436	
0.005660	0.197641	
0.005670	0.187495	
0.005680	0.175221	
0.005690	0.160981	
0.005700	0.144964	
0.005710	0.127381	
0.005720	0.108421	
0.005730	0.088393	
0.005740	0.067566	
0.005750	0.046214	
0.005760	0.024618	
0.005770	0.003053	
0.005780	-0.018209	
0.005790	-0.038902	
0.005800	-0.058775	
0.005810	-0.077587	
0.005820	-0.095117	
0.005830	-0.111222	
0.005840	-0.125650	
0.005850	-0.138230	
0.005860	-0.148820	
0.005870	-0.157300	
0.005880	-0.163656	
0.005890	-0.167759	
0.005900	-0.169470	
0.005910	-0.168592	
0.005920	-0.165631	
0.005930	-0.160958	
0.005940	-0.154594	
0.005950	-0.146468	
0.005960	-0.136618	
0.005970	-0.125247	
0.005980	-0.112505	
0.005990	-0.098564	
0.006000	-0.083608	
0.006010	-0.067835	
0.006020	-0.051449	
0.006030	-0.034664	
0.006040	-0.017694	
0.006050	-0.000757	
0.006060	0.015934	
0.006070	0.032168	
0.006080	0.047744	
0.006090	0.062470	
0.006100	0.076166	
0.006110	0.088668	
0.006120	0.099828	
0.006130	0.109518	
0.006140	0.117628	
0.006150	0.124132	
0.006160	0.128912	
0.006170	0.131889	
0.006180	0.132900	
0.006190	0.132055	
0.006200	0.129583	
0.006210	0.125694	
0.006220	0.120518	
0.006230	0.113994	
0.006240	0.106180	
0.006250	0.097174	
0.006260	0.087080	
0.006270	0.076069	
0.006280	0.064288	
0.006290	0.051893	
0.006300	0.039045	
0.006310	0.025912	
0.006320	0.012662	
0.006330	-0.000537	
0.006340	-0.013517	
0.006350	-0.026117	
0.006360	-0.038180	
0.006370	-0.049558	
0.006380	-0.060116	
0.006390	-0.069726	
0.006400	-0.078278	
0.006410	-0.085714	
0.006420	-0.091925	
0.006430	-0.096838	
0.006440	-0.100391	
0.006450	-0.102507	
0.006460	-0.103054	
0.006470	-0.102300	
0.006480	-0.100289	
0.006490	-0.097085	
0.006500	-0.092934	
0.006510	-0.087769	
0.006520	-0.081629	
0.006530	-0.074585	
0.006540	-0.066730	
0.006550	-0.058172	
0.006560	-0.049014	
0.006570	-0.039398	
0.006580	-0.029451	
0.006590	-0.019301	
0.006600	-0.009079	
0.006610	0.001085	
0.006620	0.011064	
0.006630	0.020733	
0.006640	0.029972	
0.006650	0.038671	
0.006660	0.046725	
0.006670	0.054068	
0.006680	0.060595	
0.006690	0.066233	
0.006700	0.070915	
0.006710	0.074586	
0.006720	0.077190	
0.006730	0.078654	
0.006740	0.079015	
0.006750	0.078381	
0.006760	0.076784	
0.006770	0.074269	
0.006780	0.070973	
0.006790	0.066931	
0.006800	0.062162	
0.006810	0.056718	
0.006820	0.050668	
0.006830	0.044092	
0.006840	0.037076	
0.006850	0.029714	
0.006860	0.022104	
0.006870	0.014344	
0.006880	0.006534	
0.006890	-0.001227	
0.006900	-0.008840	
0.006910	-0.016213	
0.006920	-0.023254	
0.006930	-0.029878	
0.006940	-0.036007	
0.006950	-0.041569	
0.006960	-0.046498	
0.006970	-0.050738	
0.006980	-0.054238	
0.006990	-0.056950	
0.007000	-0.058828	
0.007010	-0.059841	
0.007020	-0.060082	
0.007030	-0.059567	
0.007040	-0.058322	
0.007050	-0.056380	
0.007060	-0.053782	
0.007070	-0.050642	
0.007080	-0.046971	
0.007090	-0.042802	
0.007100	-0.038187	
0.007110	-0.033183	
0.007120	-0.027856	
0.007130	-0.022275	
0.007140	-0.016515	
0.007150	-0.010648	
0.007160	-0.004750	
0.007170	0.001104	
0.007180	0.006840	
0.007190	0.012388	
0.007200	0.017679	
0.007210	0.022649	
0.007220	0.027239	
0.007230	0.031395	
0.007240	0.035067	
0.007250	0.038210	
0.007260	0.040786	
0.007270	0.042756	
0.007280	0.044089	
0.007290	0.044838	
0.007300	0.045008	
0.007310	0.044613	
0.007320	0.043671	
0.007330	0.042207	
0.007340	0.040253	
0.007350	0.037845	
0.007360	0.035057	
0.007370	0.031912	
0.007380	0.028445	
0.007390	0.024698	
0.007400	0.020717	
0.007410	0.016555	
0.007420	0.012264	
0.007430	0.007901	
0.007440	0.003520	
0.007450	-0.000823	
0.007460	-0.005073	
0.007470	-0.009179	
0.007480	-0.013089	
0.007490	-0.016757	
0.007500	-0.020137	
0.007510	-0.023189	
0.007520	-0.025875	
0.007530	-0.028163	
0.007540	-0.030022	
0.007550	-0.031436	
0.007560	-0.032423	
0.007570	-0.032981	
0.007580	-0.033113	
0.007590	-0.032828	
0.007600	-0.032141	
0.007610	-0.031070	
0.007620	-0.029638	
0.007630	-0.027872	
0.007640	-0.025802	
0.007650	-0.023466	
0.007660	-0.020905	
0.007670	-0.018148	
0.007680	-0.015228	
0.007690	-0.012181	
0.007700	-0.009047	
0.007710	-0.005864	
0.007720	-0.002673	
0.007730	0.000485	
0.007740	0.003573	
0.007750	0.006550	
0.007760	0.009381	
0.007770	0.012031	
0.007780	0.014467	
0.007790	0.016660	
0.007800	0.018581	
0.007810	0.020212	
0.007820	0.021550	
0.007830	0.022586	
0.007840	0.023313	
0.007850	0.023732	
0.007860	0.023844	
0.007870	0.023656	
0.007880	0.023177	
0.007890	0.022421	
0.007900	0.021404	
0.007910	0.020145	
0.007920	0.018666	
0.007930	0.016991	
0.007940	0.015146	
0.007950	0.013158	
0.007960	0.011055	
0.007970	0.008868	
0.007980	0.006624	
0.007990	0.004351	
