t	f	
0.007060	0.009032	
0.007070	0.008714	
0.007080	0.008271	
0.007090	0.007714	
0.007100	0.007054	
0.007110	0.006305	
0.007120	0.005481	
0.007130	0.004598	
0.007140	0.003672	
0.007150	0.002717	
0.007160	0.001749	
0.007170	0.000785	
0.007180	-0.000162	
0.007190	-0.001077	
0.007200	-0.001947	
0.007210	-0.002760	
0.007220	-0.003505	
0.007230	-0.004172	
0.007240	-0.004754	
0.007250	-0.005244	
0.007260	-0.005638	
0.007270	-0.005932	
0.007280	-0.006125	
0.007290	-0.006217	
0.007300	-0.006210	
0.007310	-0.006107	
0.007320	-0.005912	
0.007330	-0.005632	
0.007340	-0.005273	
0.007350	-0.004843	
0.007360	-0.004352	
0.007370	-0.003808	
0.007380	-0.003222	
0.007390	-0.002605	
0.007400	-0.001966	
0.007410	-0.001317	
0.007420	-0.000667	
0.007430	-0.000027	
0.007440	0.000594	
0.007450	0.001186	
0.007460	0.001741	
0.007470	0.002252	
0.007480	0.002713	
0.007490	0.003117	
0.007500	0.003460	
0.007510	0.003739	
0.007520	0.003951	
0.007530	0.004096	
0.007540	0.004172	
0.007550	0.004182	
0.007560	0.004126	
0.007570	0.004008	
0.007580	0.003832	
0.007590	0.003601	
0.007600	0.003322	
0.007610	0.003000	
0.007620	0.002642	
0.007630	0.002254	
0.007640	0.001842	
0.007650	0.001415	
0.007660	0.000980	
0.007670	0.000542	
0.007680	0.000110	
0.007690	-0.000311	
0.007700	-0.000713	
0.007710	-0.001092	
0.007720	-0.001443	
0.007730	-0.001760	
0.007740	-0.002040	
0.007750	-0.002280	
0.007760	-0.002477	
0.007770	-0.002629	
0.007780	-0.002736	
0.007790	-0.002798	
0.007800	-0.002814	
0.007810	-0.002786	
0.007820	-0.002715	
0.007830	-0.002605	
0.007840	-0.002457	
0.007850	-0.002277	
0.007860	-0.002066	
0.007870	-0.001830	
0.007880	-0.001573	
0.007890	-0.001299	
0.007900	-0.001014	
0.007910	-0.000722	
0.007920	-0.000428	
0.007930	-0.000136	
0.007940	0.000149	
0.007950	0.000422	
0.007960	0.000681	
0.007970	0.000921	
0.007980	0.001139	
0.007990	0.001333	
