t	f	
0.000000	0.000000	
0.000010	1.936544	
0.000020	3.583669	
0.000030	4.946367	
0.000040	6.031419	
0.000050	6.847195	
0.000060	7.403005	
0.000070	7.708561	
0.000080	7.778803	
0.000090	7.613705	
0.000100	7.264904	
0.000110	6.734706	
0.000120	6.041162	
0.000130	5.205391	
0.000140	4.249685	
0.000150	3.196873	
0.000160	2.070664	
0.000170	0.894709	
0.000180	-0.307471	
0.000190	-1.512737	
0.000200	-2.698736	
0.000210	-3.844177	
0.000220	-4.929007	
0.000230	-5.934823	
0.000240	-6.845132	
0.000250	-7.645314	
0.000260	-8.322904	
0.000270	-8.867741	
0.000280	-9.271996	
0.000290	-9.528785	
0.000300	-9.636915	
0.000310	-9.590337	
0.000320	-9.404134	
0.000330	-9.077356	
0.000340	-8.618068	
0.000350	-8.033475	
0.000360	-7.334326	
0.000370	-6.533106	
0.000380	-5.643816	
0.000390	-4.681602	
0.000400	-3.662522	
0.000410	-2.603508	
0.000420	-1.521791	
0.000430	-0.434714	
0.000440	0.640571	
0.000450	1.687367	
0.000460	2.689613	
0.000470	3.632390	
0.000480	4.501748	
0.000490	5.285214	
0.000500	5.971806	
0.000510	6.552250	
0.000520	7.018995	
0.000530	7.366456	
0.000540	7.589539	
0.000550	7.688228	
0.000560	7.649471	
0.000570	7.503295	
0.000580	7.241161	
0.000590	6.870073	
0.000600	6.396127	
0.000610	5.828403	
0.000620	5.177368	
0.000630	4.454674	
0.000640	3.672914	
0.000650	2.845412	
0.000660	1.986025	
0.000670	1.108895	
0.000680	0.228208	
0.000690	-0.642015	
0.000700	-1.488141	
0.000710	-2.297097	
0.000720	-3.056715	
0.000730	-3.755745	
0.000740	-4.384096	
0.000750	-4.932865	
0.000760	-5.394604	
0.000770	-5.763358	
0.000780	-6.033173	
0.000790	-6.202933	
0.000800	-6.271401	
0.000810	-6.233229	
0.000820	-6.102931	
0.000830	-5.878686	
0.000840	-5.565205	
0.000850	-5.170204	
0.000860	-4.699752	
0.000870	-4.162460	
0.000880	-3.567889	
0.000890	-2.926377	
0.000900	-2.248821	
0.000910	-1.546536	
0.000920	-0.831050	
0.000930	-0.113909	
0.000940	0.593494	
0.000950	1.280098	
0.000960	1.935408	
0.000970	2.549509	
0.000980	3.113321	
0.000990	3.618705	
0.001000	4.058585	
0.001010	4.426998	
0.001020	4.719191	
0.001030	4.930378	
0.001040	5.059903	
0.001050	5.106905	
0.001060	5.064397	
0.001070	4.950205	
0.001080	4.759954	
0.001090	4.497615	
0.001100	4.169660	
0.001110	3.781028	
0.001120	3.338819	
0.001130	2.850869	
0.001140	2.325639	
0.001150	1.772029	
0.001160	1.199261	
0.001170	0.616734	
0.001180	0.033830	
0.001190	-0.540211	
0.001200	-1.096434	
0.001210	-1.626307	
0.001220	-2.121867	
0.001230	-2.575814	
0.001240	-2.981601	
0.001250	-3.333548	
0.001260	-3.626906	
0.001270	-3.857958	
0.001280	-4.022828	
0.001290	-4.121149	
0.001300	-4.152211	
0.001310	-4.112435	
0.001320	-4.013478	
0.001330	-3.852356	
0.001340	-3.633047	
0.001350	-3.361005	
0.001360	-3.040204	
0.001370	-2.676476	
0.001380	-2.276251	
0.001390	-1.846445	
0.001400	-1.394325	
0.001410	-0.927425	
0.001420	-0.453388	
0.001430	0.020161	
0.001440	0.485727	
0.001450	0.936042	
0.001460	1.364244	
0.001470	1.763902	
0.001480	2.129132	
0.001490	2.454686	
0.001500	2.736025	
0.001510	2.969400	
0.001520	3.150686	
0.001530	3.279010	
0.001540	3.353146	
0.001550	3.372513	
0.001560	3.336160	
0.001570	3.249805	
0.001580	3.113777	
0.001590	2.930851	
0.001600	2.705625	
0.001610	2.441281	
0.001620	2.142599	
0.001630	1.814845	
0.001640	1.463669	
0.001650	1.094996	
0.001660	0.714956	
0.001670	0.329767	
0.001680	-0.054387	
0.001690	-0.431434	
0.001700	-0.795494	
0.001710	-1.141043	
0.001720	-1.462898	
0.001730	-1.756337	
0.001740	-2.017166	
0.001750	-2.241760	
0.001760	-2.427121	
0.001770	-2.569851	
0.001780	-2.669442	
0.001790	-2.724955	
0.001800	-2.736841	
0.001810	-2.698466	
0.001820	-2.624224	
0.001830	-2.509997	
0.001840	-2.358081	
0.001850	-2.172343	
0.001860	-1.955299	
0.001870	-1.710862	
0.001880	-1.443333	
0.001890	-1.157312	
0.001900	-0.857610	
0.001910	-0.549212	
0.001920	-0.237153	
0.001930	0.073564	
0.001940	0.378036	
0.001950	0.671555	
0.001960	0.949655	
0.001970	1.208173	
0.001980	1.443321	
0.001990	1.651737	
0.002000	1.830532	
0.002010	1.977329	
0.002020	2.089344	
0.002030	2.166326	
0.002040	2.207556	
0.002050	2.212958	
0.002060	2.179272	
0.002070	2.115789	
0.002080	2.020161	
0.002090	1.894299	
0.002100	1.741460	
0.002110	1.563613	
0.002120	1.363953	
0.002130	1.145981	
0.002140	0.913435	
0.002150	0.670234	
0.002160	0.420405	
0.002170	0.168022	
0.002180	-0.082873	
0.002190	-0.328328	
0.002200	-0.564556	
0.002210	-0.787971	
0.002220	-0.995237	
0.002230	-1.183323	
0.002240	-1.349554	
0.002250	-1.491627	
0.002260	-1.606732	
0.002270	-1.694411	
0.002280	-1.753711	
0.002290	-1.784083	
0.002300	-1.785216	
0.002310	-1.755584	
0.002320	-1.701786	
0.002330	-1.622093	
0.002340	-1.518204	
0.002350	-1.392844	
0.002360	-1.247557	
0.002370	-1.084943	
0.002380	-0.907844	
0.002390	-0.719294	
0.002400	-0.522461	
0.002410	-0.320606	
0.002420	-0.117017	
0.002430	0.085050	
0.002440	0.282425	
0.002450	0.472075	
0.002460	0.651120	
0.002470	0.816891	
0.002480	0.966971	
0.002490	1.099223	
0.002500	1.211822	
0.002510	1.302614	
0.002520	1.371196	
0.002530	1.416835	
0.002540	1.439100	
0.002550	1.433702	
0.002560	1.407953	
0.002570	1.362714	
0.002580	1.296887	
0.002590	1.211763	
0.002600	1.109513	
0.002610	0.991455	
0.002620	0.859693	
0.002630	0.716523	
0.002640	0.564391	
0.002650	0.405854	
0.002660	0.243532	
0.002670	0.080066	
0.002680	-0.081939	
0.002690	-0.239938	
0.002700	-0.391515	
0.002710	-0.534372	
0.002720	-0.666382	
0.002730	-0.785623	
0.002740	-0.890403	
0.002750	-0.978681	
0.002760	-1.049920	
0.002770	-1.103273	
0.002780	-1.138168	
0.002790	-1.154253	
0.002800	-1.148762	
0.002810	-1.126564	
0.002820	-1.088705	
0.002830	-1.034465	
0.002840	-0.964888	
0.002850	-0.881313	
0.002860	-0.785735	
0.002870	-0.679353	
0.002880	-0.564015	
0.002890	-0.441688	
0.002900	-0.314424	
0.002910	-0.184324	
0.002920	-0.053495	
0.002930	0.075978	
0.002940	0.202065	
0.002950	0.322834	
0.002960	0.436462	
0.002970	0.541263	
0.002980	0.635724	
0.002990	0.718500	
0.003000	0.787936	
0.003010	0.843666	
0.003020	0.885031	
0.003030	0.911584	
0.003040	0.923024	
0.003050	0.917459	
0.003060	0.898484	
0.003070	0.866991	
0.003080	0.822516	
0.003090	0.765895	
0.003100	0.698211	
0.003110	0.621105	
0.003120	0.535501	
0.003130	0.442884	
0.003140	0.344830	
0.003150	0.242982	
0.003160	0.139017	
0.003170	0.034614	
0.003180	-0.068565	
0.003190	-0.168907	
0.003200	-0.264866	
0.003210	-0.355003	
0.003220	-0.437981	
0.003230	-0.512596	
0.003240	-0.577307	
0.003250	-0.631724	
0.003260	-0.675159	
0.003270	-0.707097	
0.003280	-0.727189	
0.003290	-0.735565	
0.003300	-0.729900	
0.003310	-0.713807	
0.003320	-0.687780	
0.003330	-0.651511	
0.003340	-0.605669	
0.003350	-0.551120	
0.003360	-0.489214	
0.003370	-0.420655	
0.003380	-0.346628	
0.003390	-0.268392	
0.003400	-0.187256	
0.003410	-0.104548	
0.003420	-0.021603	
0.003430	0.060263	
0.003440	0.139768	
0.003450	0.215691	
0.003460	0.286885	
0.003470	0.352302	
0.003480	0.410994	
0.003490	0.461713	
0.003500	0.504202	
0.003510	0.537925	
0.003520	0.562484	
0.003530	0.577600	
0.003540	0.583257	
0.003550	0.577220	
0.003560	0.563704	
0.003570	0.542425	
0.003580	0.513104	
0.003590	0.476285	
0.003600	0.432659	
0.003610	0.383329	
0.003620	0.328822	
0.003630	0.270081	
0.003640	0.208099	
0.003650	0.143906	
0.003660	0.078551	
0.003670	0.013088	
0.003680	-0.051446	
0.003690	-0.114042	
0.003700	-0.173738	
0.003710	-0.229633	
0.003720	-0.280900	
0.003730	-0.326390	
0.003740	-0.365875	
0.003750	-0.398836	
0.003760	-0.424857	
0.003770	-0.443629	
0.003780	-0.455012	
0.003790	-0.458760	
0.003800	-0.452850	
0.003810	-0.441665	
0.003820	-0.424784	
0.003830	-0.401395	
0.003840	-0.372146	
0.003850	-0.337606	
0.003860	-0.298425	
0.003870	-0.255312	
0.003880	-0.209169	
0.003890	-0.160542	
0.003900	-0.110238	
0.003910	-0.059079	
0.003920	-0.007887	
0.003930	0.042526	
0.003940	0.091374	
0.003950	0.137909	
0.003960	0.181176	
0.003970	0.220735	
0.003980	0.256036	
0.003990	0.286607	
0.004000	0.312060	
0.004010	0.332092	
0.004020	0.346485	
0.004030	0.355220	
0.004040	0.357870	
0.004050	0.353026	
0.004060	0.344555	
0.004070	0.330982	
0.004080	0.312498	
0.004090	0.289467	
0.004100	0.262330	
0.004110	0.231592	
0.004120	0.197810	
0.004130	0.161577	
0.004140	0.123511	
0.004150	0.084251	
0.004160	0.044439	
0.004170	0.004714	
0.004180	-0.034301	
0.004190	-0.072005	
0.004200	-0.107829	
0.004210	-0.141247	
0.004220	-0.171781	
0.004230	-0.199005	
0.004240	-0.222556	
0.004250	-0.242134	
0.004260	-0.257501	
0.004270	-0.268651	
0.004280	-0.275102	
0.004290	-0.276889	
0.004300	-0.273009	
0.004310	-0.266335	
0.004320	-0.255588	
0.004330	-0.241235	
0.004340	-0.223309	
0.004350	-0.202224	
0.004360	-0.178370	
0.004370	-0.152175	
0.004380	-0.124098	
0.004390	-0.094619	
0.004400	-0.064229	
0.004410	-0.033427	
0.004420	-0.002705	
0.004430	0.027453	
0.004440	0.056584	
0.004450	0.084249	
0.004460	0.110040	
0.004470	0.133587	
0.004480	0.154565	
0.004490	0.172689	
0.004500	0.187729	
0.004510	0.199627	
0.004520	0.208013	
0.004530	0.212768	
0.004540	0.213770	
0.004550	0.210680	
0.004560	0.205425	
0.004570	0.197045	
0.004580	0.185789	
0.004590	0.171926	
0.004600	0.155580	
0.004610	0.137109	
0.004620	0.116844	
0.004630	0.095138	
0.004640	0.072361	
0.004650	0.048893	
0.004660	0.025117	
0.004670	0.001413	
0.004680	-0.021845	
0.004690	-0.044300	
0.004700	-0.065613	
0.004710	-0.085471	
0.004720	-0.103589	
0.004730	-0.119713	
0.004740	-0.133627	
0.004750	-0.145227	
0.004760	-0.154235	
0.004770	-0.160531	
0.004780	-0.164132	
0.004790	-0.164722	
0.004800	-0.162273	
0.004810	-0.158133	
0.004820	-0.151559	
0.004830	-0.142765	
0.004840	-0.131978	
0.004850	-0.119374	
0.004860	-0.105161	
0.004870	-0.089527	
0.004880	-0.072793	
0.004890	-0.055243	
0.004900	-0.037169	
0.004910	-0.018867	
0.004920	-0.000630	
0.004930	0.017257	
0.004940	0.034518	
0.004950	0.050893	
0.004960	0.066141	
0.004970	0.080041	
0.004980	0.092458	
0.004990	0.103145	
0.005000	0.111952	
0.005010	0.118758	
0.005020	0.123549	
0.005030	0.126196	
0.005040	0.126454	
0.005050	0.124532	
0.005060	0.121269	
0.005070	0.116125	
0.005080	0.109353	
0.005090	0.101000	
0.005100	0.091268	
0.005110	0.080319	
0.005120	0.068336	
0.005130	0.055517	
0.005140	0.042073	
0.005150	0.028221	
0.005160	0.014187	
0.005170	0.000209	
0.005180	-0.013495	
0.005190	-0.026738	
0.005200	-0.039304	
0.005210	-0.051001	
0.005220	-0.061654	
0.005230	-0.071106	
0.005240	-0.079221	
0.005250	-0.085888	
0.005260	-0.091072	
0.005270	-0.094666	
0.005280	-0.096584	
0.005290	-0.096593	
0.005300	-0.095105	
0.005310	-0.092520	
0.005320	-0.088509	
0.005330	-0.083294	
0.005340	-0.076918	
0.005350	-0.069457	
0.005360	-0.061079	
0.005370	-0.051927	
0.005380	-0.042152	
0.005390	-0.031915	
0.005400	-0.021382	
0.005410	-0.010722	
0.005420	-0.000106	
0.005430	0.010300	
0.005440	0.020335	
0.005450	0.029843	
0.005460	0.038681	
0.005470	0.046719	
0.005480	0.053839	
0.005490	0.059942	
0.005500	0.064988	
0.005510	0.068876	
0.005520	0.071544	
0.005530	0.072911	
0.005540	0.072922	
0.005550	0.071803	
0.005560	0.069736	
0.005570	0.066645	
0.005580	0.062685	
0.005590	0.057873	
0.005600	0.052276	
0.005610	0.045986	
0.005620	0.039111	
0.005630	0.031758	
0.005640	0.024066	
0.005650	0.016159	
0.005660	0.008166	
0.005670	0.000213	
0.005680	-0.007574	
0.005690	-0.015076	
0.005700	-0.022179	
0.005710	-0.028775	
0.005720	-0.034792	
0.005730	-0.040127	
0.005740	-0.044707	
0.005750	-0.048466	
0.005760	-0.051349	
0.005770	-0.053303	
0.005780	-0.054254	
0.005790	-0.054286	
0.005800	-0.053477	
0.005810	-0.051863	
0.005820	-0.049501	
0.005830	-0.046539	
0.005840	-0.042967	
0.005850	-0.038826	
0.005860	-0.034180	
0.005870	-0.029106	
0.005880	-0.023688	
0.005890	-0.018015	
0.005900	-0.012181	
0.005910	-0.006278	
0.005920	-0.000403	
0.005930	0.005355	
0.005940	0.010905	
0.005950	0.016163	
0.005960	0.021051	
0.005970	0.025497	
0.005980	0.029438	
0.005990	0.032815	
0.006000	0.035580	
0.006010	0.037689	
0.006020	0.039097	
0.006030	0.039792	
0.006040	0.039850	
0.006050	0.039288	
0.006060	0.038134	
0.006070	0.036424	
0.006080	0.034220	
0.006090	0.031592	
0.006100	0.028562	
0.006110	0.025172	
0.006120	0.021474	
0.006130	0.017529	
0.006140	0.013400	
0.006150	0.009154	
0.006160	0.004860	
0.006170	0.000585	
0.006180	-0.003603	
0.006190	-0.007640	
0.006200	-0.011464	
0.006210	-0.015018	
0.006220	-0.018249	
0.006230	-0.021109	
0.006240	-0.023557	
0.006250	-0.025555	
0.006260	-0.027068	
0.006270	-0.028075	
0.006280	-0.028617	
0.006290	-0.028697	
0.006300	-0.028331	
0.006310	-0.027536	
0.006320	-0.026340	
0.006330	-0.024771	
0.006340	-0.022868	
0.006350	-0.020690	
0.006360	-0.018263	
0.006370	-0.015623	
0.006380	-0.012809	
0.006390	-0.009867	
0.006400	-0.006844	
0.006410	-0.003788	
0.006420	-0.000746	
0.006430	0.002234	
0.006440	0.005105	
0.006450	0.007825	
0.006460	0.010351	
0.006470	0.012645	
0.006480	0.014675	
0.006490	0.016407	
0.006500	0.017814	
0.006510	0.018891	
0.006520	0.019643	
0.006530	0.020066	
0.006540	0.020165	
0.006550	0.019948	
0.006560	0.019429	
0.006570	0.018624	
0.006580	0.017556	
0.006590	0.016249	
0.006600	0.014730	
0.006610	0.013030	
0.006620	0.011185	
0.006630	0.009224	
0.006640	0.007178	
0.006650	0.005078	
0.006660	0.002957	
0.006670	0.000848	
0.006680	-0.001217	
0.006690	-0.003205	
0.006700	-0.005086	
0.006710	-0.006831	
0.006720	-0.008414	
0.006730	-0.009811	
0.006740	-0.011012	
0.006750	-0.012006	
0.006760	-0.012783	
0.006770	-0.013337	
0.006780	-0.013667	
0.006790	-0.013776	
0.006800	-0.013667	
0.006810	-0.013350	
0.006820	-0.012835	
0.006830	-0.012138	
0.006840	-0.011274	
0.006850	-0.010262	
0.006860	-0.009122	
0.006870	-0.007876	
0.006880	-0.006547	
0.006890	-0.005158	
0.006900	-0.003731	
0.006910	-0.002291	
0.006920	-0.000860	
0.006930	0.000540	
0.006940	0.001888	
0.006950	0.003165	
0.006960	0.004354	
0.006970	0.005438	
0.006980	0.006404	
0.006990	0.007241	
0.007000	0.007939	
0.007010	0.008493	
0.007020	0.008899	
0.007030	0.009153	
0.007040	0.009258	
0.007050	0.009216	
