t	f	
0.004810	0.028510	
0.004820	0.027889	
0.004830	0.026723	
0.004840	0.025058	
0.004850	0.023002	
0.004860	0.020567	
0.004870	0.017796	
0.004880	0.014747	
0.004890	0.011485	
0.004900	0.008082	
0.004910	0.004610	
0.004920	0.001144	
0.004930	-0.002245	
0.004940	-0.005486	
0.004950	-0.008516	
0.004960	-0.011275	
0.004970	-0.013710	
0.004980	-0.015773	
0.004990	-0.017426	
0.005000	-0.018632	
0.005010	-0.019360	
0.005020	-0.019661	
0.005030	-0.019548	
0.005040	-0.019040	
0.005050	-0.018162	
0.005060	-0.016950	
0.005070	-0.015442	
0.005080	-0.013699	
0.005090	-0.011747	
0.005100	-0.009624	
0.005110	-0.007375	
0.005120	-0.005046	
0.005130	-0.002687	
0.005140	-0.000348	
0.005150	0.001924	
0.005160	0.004082	
0.005170	0.006083	
0.005180	0.007887	
0.005190	0.009460	
0.005200	0.010769	
0.005210	0.011788	
0.005220	0.012515	
0.005230	0.012955	
0.005240	0.013113	
0.005250	0.012996	
0.005260	0.012617	
0.005270	0.011996	
0.005280	0.011155	
0.005290	0.010121	
0.005300	0.008921	
0.005310	0.007588	
0.005320	0.006158	
0.005330	0.004658	
0.005340	0.003119	
0.005350	0.001572	
0.005360	0.000049	
0.005370	-0.001418	
0.005380	-0.002801	
0.005390	-0.004071	
0.005400	-0.005202	
0.005410	-0.006178	
0.005420	-0.006987	
0.005430	-0.007620	
0.005440	-0.008071	
0.005450	-0.008339	
0.005460	-0.008425	
0.005470	-0.008335	
0.005480	-0.008078	
0.005490	-0.007667	
0.005500	-0.007115	
0.005510	-0.006441	
0.005520	-0.005662	
0.005530	-0.004799	
0.005540	-0.003874	
0.005550	-0.002907	
0.005560	-0.001920	
0.005570	-0.000934	
0.005580	0.000031	
0.005590	0.000955	
0.005600	0.001822	
0.005610	0.002617	
0.005620	0.003325	
0.005630	0.003936	
0.005640	0.004442	
0.005650	0.004836	
0.005660	0.005115	
0.005670	0.005278	
0.005680	0.005327	
0.005690	0.005264	
0.005700	0.005096	
0.005710	0.004831	
0.005720	0.004478	
0.005730	0.004048	
0.005740	0.003552	
0.005750	0.003004	
0.005760	0.002417	
0.005770	0.001805	
0.005780	0.001180	
0.005790	0.000557	
0.005800	-0.000051	
0.005810	-0.000634	
0.005820	-0.001180	
0.005830	-0.001680	
0.005840	-0.002125	
0.005850	-0.002508	
0.005860	-0.002824	
0.005870	-0.003069	
0.005880	-0.003242	
0.005890	-0.003341	
0.005900	-0.003368	
0.005910	-0.003324	
0.005920	-0.003215	
0.005930	-0.003044	
0.005940	-0.002818	
0.005950	-0.002543	
0.005960	-0.002228	
0.005970	-0.001880	
0.005980	-0.001508	
0.005990	-0.001120	
0.006000	-0.000725	
0.006010	-0.000332	
0.006020	0.000053	
0.006030	0.000420	
0.006040	0.000764	
0.006050	0.001078	
0.006060	0.001357	
0.006070	0.001597	
0.006080	0.001795	
0.006090	0.001948	
0.006100	0.002054	
0.006110	0.002114	
0.006120	0.002129	
0.006130	0.002099	
0.006140	0.002028	
0.006150	0.001918	
0.006160	0.001773	
0.006170	0.001598	
0.006180	0.001398	
0.006190	0.001177	
0.006200	0.000941	
0.006210	0.000695	
0.006220	0.000445	
0.006230	0.000197	
0.006240	-0.000046	
0.006250	-0.000278	
0.006260	-0.000494	
0.006270	-0.000692	
0.006280	-0.000867	
0.006290	-0.001017	
0.006300	-0.001141	
0.006310	-0.001236	
0.006320	-0.001302	
0.006330	-0.001338	
0.006340	-0.001346	
0.006350	-0.001326	
0.006360	-0.001279	
0.006370	-0.001208	
0.006380	-0.001116	
0.006390	-0.001004	
0.006400	-0.000877	
0.006410	-0.000736	
0.006420	-0.000587	
0.006430	-0.000431	
0.006440	-0.000273	
0.006450	-0.000116	
0.006460	0.000037	
0.006470	0.000183	
0.006480	0.000319	
0.006490	0.000444	
0.006500	0.000554	
0.006510	0.000648	
0.006520	0.000725	
0.006530	0.000784	
0.006540	0.000825	
0.006550	0.000847	
0.006560	0.000851	
0.006570	0.000837	
0.006580	0.000807	
0.006590	0.000761	
0.006600	0.000702	
0.006610	0.000631	
0.006620	0.000550	
0.006630	0.000461	
0.006640	0.000366	
0.006650	0.000267	
0.006660	0.000167	
0.006670	0.000068	
0.006680	-0.000029	
0.006690	-0.000121	
0.006700	-0.000206	
0.006710	-0.000284	
0.006720	-0.000354	
0.006730	-0.000413	
0.006740	-0.000461	
0.006750	-0.000497	
0.006760	-0.000522	
0.006770	-0.000536	
0.006780	-0.000538	
0.006790	-0.000528	
0.006800	-0.000509	
0.006810	-0.000480	
0.006820	-0.000442	
0.006830	-0.000396	
0.006840	-0.000345	
0.006850	-0.000288	
0.006860	-0.000228	
0.006870	-0.000166	
0.006880	-0.000102	
0.006890	-0.000040	
0.006900	0.000021	
0.006910	0.000079	
0.006920	0.000133	
0.006930	0.000182	
0.006940	0.000226	
0.006950	0.000263	
0.006960	0.000293	
0.006970	0.000316	
0.006980	0.000331	
0.006990	0.000339	
0.007000	0.000340	
0.007010	0.000334	
0.007020	0.000321	
0.007030	0.000302	
0.007040	0.000278	
0.007050	0.000249	
0.007060	0.000216	
0.007070	0.000180	
0.007080	0.000142	
0.007090	0.000103	
0.007100	0.000063	
0.007110	0.000023	
0.007120	-0.000015	
0.007130	-0.000052	
0.007140	-0.000086	
0.007150	-0.000117	
0.007160	-0.000144	
0.007170	-0.000167	
0.007180	-0.000186	
0.007190	-0.000200	
0.007200	-0.000210	
0.007210	-0.000215	
0.007220	-0.000215	
0.007230	-0.000211	
0.007240	-0.000202	
0.007250	-0.000190	
0.007260	-0.000175	
0.007270	-0.000156	
0.007280	-0.000135	
0.007290	-0.000113	
0.007300	-0.000088	
0.007310	-0.000064	
0.007320	-0.000038	
0.007330	-0.000013	
0.007340	0.000011	
0.007350	0.000034	
0.007360	0.000055	
0.007370	0.000075	
0.007380	0.000092	
0.007390	0.000106	
0.007400	0.000118	
0.007410	0.000127	
0.007420	0.000133	
0.007430	0.000136	
0.007440	0.000136	
0.007450	0.000133	
0.007460	0.000128	
0.007470	0.000120	
0.007480	0.000110	
0.007490	0.000098	
0.007500	0.000085	
0.007510	0.000070	
0.007520	0.000055	
0.007530	0.000039	
0.007540	0.000023	
0.007550	0.000008	
0.007560	-0.000008	
0.007570	-0.000022	
0.007580	-0.000036	
0.007590	-0.000048	
0.007600	-0.000059	
0.007610	-0.000068	
0.007620	-0.000075	
0.007630	-0.000081	
0.007640	-0.000084	
0.007650	-0.000086	
0.007660	-0.000086	
0.007670	-0.000084	
0.007680	-0.000080	
0.007690	-0.000075	
0.007700	-0.000069	
0.007710	-0.000062	
0.007720	-0.000053	
0.007730	-0.000044	
0.007740	-0.000034	
0.007750	-0.000024	
0.007760	-0.000014	
0.007770	-0.000004	
0.007780	0.000005	
0.007790	0.000015	
0.007800	0.000023	
0.007810	0.000031	
0.007820	0.000037	
0.007830	0.000043	
0.007840	0.000048	
0.007850	0.000051	
0.007860	0.000053	
0.007870	0.000054	
0.007880	0.000054	
0.007890	0.000053	
0.007900	0.000051	
0.007910	0.000048	
0.007920	0.000043	
0.007930	0.000039	
0.007940	0.000033	
0.007950	0.000027	
0.007960	0.000021	
0.007970	0.000015	
0.007980	0.000009	
0.007990	0.000002	
