t	x	
0.000000	0.000000	
0.000010	0.003567	
0.000020	0.026582	
0.000030	0.085235	
0.000040	0.191813	
0.000050	0.355324	
0.000060	0.580664	
0.000070	0.871402	
0.000080	1.221518	
0.000090	1.628153	
0.000100	2.084258	
0.000110	2.580373	
0.000120	3.105329	
0.000130	3.646763	
0.000140	4.191586	
0.000150	4.726405	
0.000160	5.238280	
0.000170	5.714975	
0.000180	6.145182	
0.000190	6.519190	
0.000200	6.829269	
0.000210	7.069529	
0.000220	7.235748	
0.000230	7.322699	
0.000240	7.339789	
0.000250	7.286231	
0.000260	7.166370	
0.000270	6.987012	
0.000280	6.756446	
0.000290	6.484177	
0.000300	6.180661	
0.000310	5.856958	
0.000320	5.524368	
0.000330	5.193978	
0.000340	4.876396	
0.000350	4.581550	
0.000360	4.318286	
0.000370	4.094173	
0.000380	3.915110	
0.000390	3.785878	
0.000400	3.708884	
0.000410	3.687942	
0.000420	3.716040	
0.000430	3.793455	
0.000440	3.916666	
0.000450	4.080533	
0.000460	4.278632	
0.000470	4.503734	
0.000480	4.747995	
0.000490	5.003217	
0.000500	5.261090	
0.000510	5.513449	
0.000520	5.752611	
0.000530	5.971487	
0.000540	6.163879	
0.000550	6.324686	
0.000560	6.449852	
0.000570	6.536240	
0.000580	6.582510	
0.000590	6.588802	
0.000600	6.556258	
0.000610	6.487397	
0.000620	6.385195	
0.000630	6.253913	
0.000640	6.098566	
0.000650	5.924837	
0.000660	5.738764	
0.000670	5.546585	
0.000680	5.354547	
0.000690	5.168675	
0.000700	4.994624	
0.000710	4.837441	
0.000720	4.701522	
0.000730	4.590479	
0.000740	4.507335	
0.000750	4.453593	
0.000760	4.430990	
0.000770	4.437161	
0.000780	4.471881	
0.000790	4.532936	
0.000800	4.617884	
0.000810	4.723314	
0.000820	4.845263	
0.000830	4.979402	
0.000840	5.121124	
0.000850	5.265741	
0.000860	5.408598	
0.000870	5.545293	
0.000880	5.671740	
0.000890	5.784291	
0.000900	5.879842	
0.000910	5.955653	
0.000920	6.010215	
0.000930	6.042458	
0.000940	6.051728	
0.000950	6.039335	
0.000960	6.006000	
0.000970	5.953664	
0.000980	5.884296	
0.000990	5.800602	
0.001000	5.705665	
0.001010	5.602818	
0.001020	5.495547	
0.001030	5.387358	
0.001040	5.281662	
0.001050	5.181706	
0.001060	5.090449	
0.001070	5.010479	
0.001080	4.943966	
0.001090	4.892799	
0.001100	4.857889	
0.001110	4.839655	
0.001120	4.838542	
0.001130	4.853560	
0.001140	4.883842	
0.001150	4.927741	
0.001160	4.983692	
0.001170	5.049564	
0.001180	5.122979	
0.001190	5.201396	
0.001200	5.282187	
0.001210	5.362740	
0.001220	5.440538	
0.001230	5.513226	
0.001240	5.578683	
0.001250	5.635073	
0.001260	5.680707	
0.001270	5.714685	
0.001280	5.736305	
0.001290	5.744572	
0.001300	5.741090	
0.001310	5.725775	
0.001320	5.699430	
0.001330	5.663418	
0.001340	5.618967	
0.001350	5.567733	
0.001360	5.511536	
0.001370	5.452303	
0.001380	5.391992	
0.001390	5.332538	
0.001400	5.275769	
0.001410	5.223383	
0.001420	5.176884	
0.001430	5.137549	
0.001440	5.106563	
0.001450	5.084477	
0.001460	5.071743	
0.001470	5.069547	
0.001480	5.075254	
0.001490	5.089555	
0.001500	5.111751	
0.001510	5.140731	
0.001520	5.175553	
0.001530	5.214942	
0.001540	5.257521	
0.001550	5.301843	
0.001560	5.346459	
0.001570	5.389967	
0.001580	5.431038	
0.001590	5.468458	
0.001600	5.501164	
0.001610	5.528118	
0.001620	5.548804	
0.001630	5.562761	
0.001640	5.569694	
0.001650	5.569268	
0.001660	5.562777	
0.001670	5.550096	
0.001680	5.531815	
0.001690	5.508819	
0.001700	5.481821	
0.001710	5.451793	
0.001720	5.419777	
0.001730	5.386846	
0.001740	5.354062	
0.001750	5.322444	
0.001760	5.292946	
0.001770	5.266430	
0.001780	5.243782	
0.001790	5.225457	
0.001800	5.211892	
0.001810	5.203379	
0.001820	5.200759	
0.001830	5.202336	
0.001840	5.208695	
0.001850	5.219460	
0.001860	5.234142	
0.001870	5.252070	
0.001880	5.272697	
0.001890	5.295291	
0.001900	5.319077	
0.001910	5.343267	
0.001920	5.367093	
0.001930	5.389820	
0.001940	5.410772	
0.001950	5.429243	
0.001960	5.444818	
0.001970	5.457107	
0.001980	5.465826	
0.001990	5.470846	
0.002000	5.471925	
0.002010	5.469535	
0.002020	5.463754	
0.002030	5.454852	
0.002040	5.443288	
0.002050	5.429418	
0.002060	5.413748	
0.002070	5.396828	
0.002080	5.379231	
0.002090	5.361533	
0.002100	5.344289	
0.002110	5.328024	
0.002120	5.313219	
0.002130	5.300373	
0.002140	5.289755	
0.002150	5.281626	
0.002160	5.276171	
0.002170	5.273919	
0.002180	5.274261	
0.002190	5.276817	
0.002200	5.281763	
0.002210	5.288881	
0.002220	5.297877	
0.002230	5.308339	
0.002240	5.319974	
0.002250	5.332376	
0.002260	5.345132	
0.002270	5.357830	
0.002280	5.370074	
0.002290	5.381494	
0.002300	5.391692	
0.002310	5.400444	
0.002320	5.407525	
0.002330	5.412763	
0.002340	5.416099	
0.002350	5.417086	
0.002360	5.416339	
0.002370	5.413934	
0.002380	5.409864	
0.002390	5.404304	
0.002400	5.397477	
0.002410	5.389697	
0.002420	5.381170	
0.002430	5.372188	
0.002440	5.363046	
0.002450	5.354037	
0.002460	5.345440	
0.002470	5.337572	
0.002480	5.330604	
0.002490	5.324724	
0.002500	5.320079	
0.002510	5.316783	
0.002520	5.314917	
0.002530	5.314880	
0.002540	5.315671	
0.002550	5.317721	
0.002560	5.320913	
0.002570	5.325107	
0.002580	5.330132	
0.002590	5.335801	
0.002600	5.341913	
0.002610	5.348259	
0.002620	5.354633	
0.002630	5.360837	
0.002640	5.366686	
0.002650	5.372010	
0.002660	5.376666	
0.002670	5.380534	
0.002680	5.383523	
0.002690	5.385572	
0.002700	5.386534	
0.002710	5.386336	
0.002720	5.385522	
0.002730	5.383922	
0.002740	5.381539	
0.002750	5.378491	
0.002760	5.374900	
0.002770	5.370896	
0.002780	5.366621	
0.002790	5.362218	
0.002800	5.357828	
0.002810	5.353588	
0.002820	5.349623	
