t	x	
0.000000	0.000000	
0.000010	0.001255	
0.000020	0.009145	
0.000030	0.029395	
0.000040	0.066836	
0.000050	0.125485	
0.000060	0.208569	
0.000070	0.318880	
0.000080	0.457809	
0.000090	0.626397	
0.000100	0.827847	
0.000110	1.055914	
0.000120	1.312583	
0.000130	1.596164	
0.000140	1.905281	
0.000150	2.237725	
0.000160	2.590897	
0.000170	2.961865	
0.000180	3.347413	
0.000190	3.744103	
0.000200	4.148318	
0.000210	4.556315	
0.000220	4.964281	
0.000230	5.368377	
0.000240	5.764790	
0.000250	6.149775	
0.000260	6.519724	
0.000270	6.871160	
0.000280	7.200815	
0.000290	7.505654	
0.000300	7.782907	
0.000310	8.030108	
0.000320	8.245097	
0.000330	8.426052	
0.000340	8.570922	
0.000350	8.679285	
0.000360	8.750407	
0.000370	8.781878	
0.000380	8.778234	
0.000390	8.738173	
0.000400	8.662374	
0.000410	8.552689	
0.000420	8.410039	
0.000430	8.236310	
0.000440	8.033700	
0.000450	7.804686	
0.000460	7.552008	
0.000470	7.278610	
0.000480	6.987632	
0.000490	6.682366	
0.000500	6.366219	
0.000510	6.042671	
0.000520	5.715242	
0.000530	5.387457	
0.000540	5.062801	
0.000550	4.744691	
0.000560	4.436433	
0.000570	4.141198	
0.000580	3.861985	
0.000590	3.601590	
0.000600	3.362576	
0.000610	3.147261	
0.000620	2.957689	
0.000630	2.795615	
0.000640	2.663047	
0.000650	2.560503	
0.000660	2.488777	
0.000670	2.448462	
0.000680	2.443491	
0.000690	2.465219	
0.000700	2.517189	
0.000710	2.598607	
0.000720	2.707720	
0.000730	2.843678	
0.000740	3.004768	
0.000750	3.189023	
0.000760	3.394248	
0.000770	3.618047	
0.000780	3.857855	
0.000790	4.110963	
0.000800	4.374542	
0.000810	4.645687	
0.000820	4.921444	
0.000830	5.198842	
0.000840	5.474924	
0.000850	5.746779	
0.000860	6.011569	
0.000870	6.266565	
0.000880	6.509169	
0.000890	6.736941	
0.000900	6.947621	
0.000910	7.139155	
0.000920	7.309708	
0.000930	7.457692	
0.000940	7.581772	
0.000950	7.680351	
0.000960	7.753172	
0.000970	7.799674	
0.000980	7.817931	
0.000990	7.811965	
0.001000	7.779908	
0.001010	7.722625	
0.001020	7.641488	
0.001030	7.537080	
0.001040	7.410736	
0.001050	7.264022	
0.001060	7.098702	
0.001070	6.916723	
0.001080	6.720188	
0.001090	6.511333	
0.001100	6.292506	
0.001110	6.066133	
0.001120	5.834697	
0.001130	5.600702	
0.001140	5.366657	
0.001150	5.135043	
0.001160	4.908296	
0.001170	4.688759	
0.001180	4.478680	
0.001190	4.280188	
0.001200	4.095264	
0.001210	3.925728	
0.001220	3.773216	
0.001230	3.639163	
0.001240	3.524800	
0.001250	3.431654	
0.001260	3.359982	
0.001270	3.310345	
0.001280	3.282753	
0.001290	3.280526	
0.001300	3.297529	
0.001310	3.336022	
0.001320	3.395440	
0.001330	3.474440	
0.001340	3.572491	
0.001350	3.688359	
0.001360	3.820636	
0.001370	3.967748	
0.001380	4.127980	
0.001390	4.299500	
0.001400	4.480366	
0.001410	4.668563	
0.001420	4.862012	
0.001430	5.058608	
0.001440	5.256235	
0.001450	5.452786	
0.001460	5.646190	
0.001470	5.834424	
0.001480	6.015557	
0.001490	6.187745	
0.001500	6.349255	
0.001510	6.498492	
0.001520	6.634002	
0.001530	6.754496	
0.001540	6.858836	
0.001550	6.945602	
0.001560	7.014540	
0.001570	7.065093	
0.001580	7.096848	
0.001590	7.107421	
0.001600	7.101838	
0.001610	7.077804	
0.001620	7.035894	
0.001630	6.976714	
0.001640	6.901544	
0.001650	6.810862	
0.001660	6.705786	
0.001670	6.587577	
0.001680	6.457627	
0.001690	6.317430	
0.001700	6.168585	
0.001710	6.012760	
0.001720	5.851686	
0.001730	5.687127	
0.001740	5.520865	
0.001750	5.354679	
0.001760	5.190331	
0.001770	5.029547	
0.001780	4.873985	
0.001790	4.725237	
0.001800	4.584808	
0.001810	4.454093	
0.001820	4.334383	
0.001830	4.226834	
0.001840	4.132465	
0.001850	4.052600	
0.001860	3.987478	
0.001870	3.937637	
0.001880	3.903474	
0.001890	3.885209	
0.001900	3.884645	
0.001910	3.897737	
0.001920	3.926016	
0.001930	3.969080	
0.001940	4.025896	
0.001950	4.096157	
0.001960	4.178983	
0.001970	4.273371	
0.001980	4.378200	
0.001990	4.492251	
0.002000	4.614218	
0.002010	4.742724	
0.002020	4.876335	
0.002030	5.013578	
0.002040	5.152959	
