t	x	
0.000000	0.000000	
0.000010	0.001511	
0.000020	0.010923	
0.000030	0.035149	
0.000040	0.079852	
0.000050	0.149695	
0.000060	0.248352	
0.000070	0.378856	
0.000080	0.542619	
0.000090	0.740278	
0.000100	0.971916	
0.000110	1.236915	
0.000120	1.533154	
0.000130	1.858894	
0.000140	2.211430	
0.000150	2.587530	
0.000160	2.983503	
0.000170	3.395306	
0.000180	3.818590	
0.000190	4.248786	
0.000200	4.681187	
0.000210	5.111019	
0.000220	5.533510	
0.000230	5.943968	
0.000240	6.337824	
0.000250	6.710766	
0.000260	7.058726	
0.000270	7.377951	
0.000280	7.665066	
0.000290	7.917083	
0.000300	8.131484	
0.000310	8.306197	
0.000320	8.439128	
0.000330	8.529840	
0.000340	8.577191	
0.000350	8.583128	
0.000360	8.546915	
0.000370	8.470001	
0.000380	8.354577	
0.000390	8.202030	
0.000400	8.014824	
0.000410	7.795830	
0.000420	7.548291	
0.000430	7.275754	
0.000440	6.982039	
0.000450	6.671186	
0.000460	6.347398	
0.000470	6.014982	
0.000480	5.678295	
0.000490	5.341691	
0.000500	5.009467	
0.000510	4.685806	
0.000520	4.374726	
0.000530	4.080023	
0.000540	3.805236	
0.000550	3.553630	
0.000560	3.328118	
0.000570	3.131241	
0.000580	2.965166	
0.000590	2.832195	
0.000600	2.733030	
0.000610	2.668547	
0.000620	2.642885	
0.000630	2.647896	
0.000640	2.687451	
0.000650	2.760283	
0.000660	2.864498	
0.000670	2.998957	
0.000680	3.161583	
0.000690	3.349964	
0.000700	3.561387	
0.000710	3.792869	
0.000720	4.041222	
0.000730	4.303077	
0.000740	4.574932	
0.000750	4.853209	
0.000760	5.134291	
0.000770	5.414572	
0.000780	5.690504	
0.000790	5.958647	
0.000800	6.215689	
0.000810	6.458506	
0.000820	6.684193	
0.000830	6.890100	
0.000840	7.073864	
0.000850	7.233417	
0.000860	7.367026	
0.000870	7.472837	
0.000880	7.550342	
0.000890	7.598858	
0.000900	7.614540	
0.000910	7.604927	
0.000920	7.567112	
0.000930	7.501801	
0.000940	7.410662	
0.000950	7.294666	
0.000960	7.155590	
0.000970	6.995491	
0.000980	6.816663	
0.000990	6.621618	
0.001000	6.413034	
0.001010	6.193734	
0.001020	5.966646	
0.001030	5.734753	
0.001040	5.501061	
0.001050	5.268561	
0.001060	5.040191	
0.001070	4.818802	
0.001080	4.607113	
0.001090	4.407685	
0.001100	4.222901	
0.001110	4.054926	
0.001120	3.905685	
0.001130	3.776845	
0.001140	3.669782	
0.001150	3.586036	
0.001160	3.525940	
0.001170	3.490042	
0.001180	3.480127	
0.001190	3.492186	
0.001200	3.527817	
0.001210	3.586145	
0.001220	3.665688	
0.001230	3.765640	
0.001240	3.884483	
0.001250	4.020472	
0.001260	4.171666	
0.001270	4.335951	
0.001280	4.511079	
0.001290	4.694684	
0.001300	4.884321	
0.001310	5.077504	
0.001320	5.271734	
0.001330	5.464530	
0.001340	5.653456	
