t	v	
0.000000	0.000000	
0.000010	-0.424484	
0.000020	-0.838164	
0.000030	-1.238336	
0.000040	-1.622689	
0.000050	-1.988008	
0.000060	-2.331704	
0.000070	-2.651402	
0.000080	-2.944953	
0.000090	-3.210434	
0.000100	-3.446209	
0.000110	-3.650870	
0.000120	-3.823287	
0.000130	-3.962616	
0.000140	-4.068297	
0.000150	-4.140030	
0.000160	-4.177789	
0.000170	-4.181818	
0.000180	-4.152624	
0.000190	-4.090980	
0.000200	-3.997906	
0.000210	-3.874639	
0.000220	-3.722636	
0.000230	-3.543561	
0.000240	-3.339267	
0.000250	-3.111777	
0.000260	-2.863270	
0.000270	-2.596057	
0.000280	-2.312559	
0.000290	-2.014951	
0.000300	-1.706376	
0.000310	-1.389457	
0.000320	-1.066847	
0.000330	-0.741208	
0.000340	-0.415652	
0.000350	-0.092332	
0.000360	0.226288	
0.000370	0.537780	
0.000380	0.839728	
0.000390	1.130494	
0.000400	1.407616	
0.000410	1.669118	
0.000420	1.913180	
0.000430	2.138147	
0.000440	2.342539	
0.000450	2.525068	
0.000460	2.684635	
0.000470	2.820343	
0.000480	2.931488	
0.000490	3.017603	
0.000500	3.078411	
0.000510	3.113837	
0.000520	3.124006	
0.000530	3.109242	
0.000540	3.070074	
0.000550	3.007215	
0.000560	2.921538	
0.000570	2.814085	
0.000580	2.686055	
0.000590	2.538794	
0.000600	2.373778	
0.000610	2.192602	
0.000620	1.996965	
0.000630	1.788656	
0.000640	1.569263	
0.000650	1.341134	
0.000660	1.106221	
0.000670	0.866500	
0.000680	0.623966	
0.000690	0.380926	
0.000700	0.139485	
0.000710	-0.099087	
0.000720	-0.332851	
0.000730	-0.560036	
0.000740	-0.778946	
0.000750	-0.988421	
0.000760	-1.186674	
0.000770	-1.372318	
0.000780	-1.544087	
0.000790	-1.700841	
0.000800	-1.841579	
0.000810	-1.965439	
0.000820	-2.071709	
0.000830	-2.159823	
0.000840	-2.229381	
0.000850	-2.280144	
0.000860	-2.312013	
0.000870	-2.325040	
0.000880	-2.319426	
0.000890	-2.295519	
0.000900	-2.253821	
0.000910	-2.194943	
0.000920	-2.119624	
0.000930	-2.028724	
0.000940	-1.923215	
0.000950	-1.804167	
0.000960	-1.672744	
0.000970	-1.530190	
0.000980	-1.377822	
0.000990	-1.216764	
0.001000	-1.048810	
0.001010	-0.875402	
0.001020	-0.698009	
0.001030	-0.518115	
0.001040	-0.337236	
0.001050	-0.156969	
0.001060	0.021488	
0.001070	0.196679	
0.001080	0.367327	
0.001090	0.532155	
0.001100	0.689949	
0.001110	0.840007	
0.001120	0.980969	
0.001130	1.111857	
0.001140	1.231808	
0.001150	1.340045	
0.001160	1.435900	
0.001170	1.518811	
0.001180	1.588330	
0.001190	1.644134	
0.001200	1.686002	
0.001210	1.713828	
0.001220	1.727620	
0.001230	1.727494	
0.001240	1.713677	
0.001250	1.686501	
0.001260	1.646406	
0.001270	1.593920	
0.001280	1.529659	
0.001290	1.454327	
0.001300	1.368693	
0.001310	1.273603	
0.001320	1.169967	
0.001330	1.058746	
0.001340	0.940733	
0.001350	0.817306	
0.001360	0.689530	
0.001370	0.558494	
0.001380	0.425301	
0.001390	0.291069	
0.001400	0.157466	
0.001410	0.024881	
0.001420	-0.105616	
0.001430	-0.233024	
0.001440	-0.356385	
0.001450	-0.474787	
0.001460	-0.587715	
0.001470	-0.694140	
0.001480	-0.793327	
0.001490	-0.884607	
0.001500	-0.967384	
0.001510	-1.041141	
0.001520	-1.105445	
0.001530	-1.159941	
0.001540	-1.204358	
0.001550	-1.238507	
0.001560	-1.262285	
0.001570	-1.275672	
0.001580	-1.278730	
0.001590	-1.271603	
0.001600	-1.254513	
0.001610	-1.227758	
0.001620	-1.191707	
0.001630	-1.146800	
0.001640	-1.093540	
0.001650	-1.032486	
0.001660	-0.964250	
0.001670	-0.889490	
0.001680	-0.808644	
0.001690	-0.722823	
0.001700	-0.632785	
0.001710	-0.539314	
0.001720	-0.443210	
0.001730	-0.345287	
0.001740	-0.246372	
0.001750	-0.147376	
0.001760	-0.049197	
