t	v	
0.000000	0.000000	
0.000010	-0.422617	
0.000020	-0.824440	
0.000030	-1.193252	
0.000040	-1.518851	
0.000050	-1.791139	
0.000060	-2.002351	
0.000070	-2.146779	
0.000080	-2.220914	
0.000090	-2.223599	
0.000100	-2.155906	
0.000110	-2.021135	
0.000120	-1.824631	
0.000130	-1.573603	
0.000140	-1.276868	
0.000150	-0.944264	
0.000160	-0.587595	
0.000170	-0.218557	
0.000180	0.149868	
0.000190	0.507074	
0.000200	0.842041	
0.000210	1.145276	
0.000220	1.407351	
0.000230	1.620658	
0.000240	1.779229	
0.000250	1.878916	
0.000260	1.917528	
0.000270	1.894858	
0.000280	1.812627	
0.000290	1.674428	
0.000300	1.485523	
0.000310	1.252699	
0.000320	0.984074	
0.000330	0.688502	
0.000340	0.376349	
0.000350	0.057810	
0.000360	-0.255883	
0.000370	-0.556169	
0.000380	-0.833597	
0.000390	-1.080554	
0.000400	-1.289302	
0.000410	-1.453868	
0.000420	-1.569754	
0.000430	-1.634069	
0.000440	-1.645634	
0.000450	-1.604950	
0.000460	-1.514194	
0.000470	-1.377040	
0.000480	-1.198575	
0.000490	-0.985133	
0.000500	-0.743723	
0.000510	-0.483097	
0.000520	-0.211817	
0.000530	0.060856	
0.000540	0.326500	
0.000550	0.577129	
0.000560	0.805069	
0.000570	1.004252	
0.000580	1.168418	
0.000590	1.292937	
0.000600	1.374515	
0.000610	1.411228	
0.000620	1.402699	
0.000630	1.349953	
0.000640	1.255407	
0.000650	1.122716	
0.000660	0.956706	
0.000670	0.763168	
0.000680	0.548472	
0.000690	0.320275	
0.000700	0.086050	
0.000710	-0.145858	
0.000720	-0.369104	
0.000730	-0.576698	
0.000740	-0.762911	
0.000750	-0.921948	
0.000760	-1.049218	
0.000770	-1.141204	
0.000780	-1.195564	
0.000790	-1.211180	
0.000800	-1.188225	
0.000810	-1.128108	
0.000820	-1.033327	
0.000830	-0.907442	
0.000840	-0.754931	
0.000850	-0.580779	
0.000860	-0.391433	
0.000870	-0.193135	
0.000880	0.007547	
0.000890	0.204329	
0.000900	0.391049	
0.000910	0.562030	
0.000920	0.712746	
0.000930	0.838433	
0.000940	0.935532	
0.000950	1.001429	
0.000960	1.034531	
0.000970	1.034353	
0.000980	1.001486	
0.000990	0.937528	
0.001000	0.844994	
0.001010	0.727272	
0.001020	0.588493	
0.001030	0.433232	
0.001040	0.267125	
0.001050	0.095630	
0.001060	-0.075490	
0.001070	-0.240957	
0.001080	-0.395792	
0.001090	-0.535267	
0.001100	-0.655895	
0.001110	-0.753785	
0.001120	-0.826207	
0.001130	-0.871271	
0.001140	-0.887979	
0.001150	-0.876329	
0.001160	-0.837209	
0.001170	-0.772288	
0.001180	-0.684030	
0.001190	-0.575609	
0.001200	-0.450544	
0.001210	-0.313584	
0.001220	-0.169261	
0.001230	-0.022295	
0.001240	0.121963	
0.001250	0.259817	
0.001260	0.386903	
0.001270	0.499369	
0.001280	0.594610	
0.001290	0.669459	
0.001300	0.721878	
0.001310	0.750556	
0.001320	0.754989	
0.001330	0.735491	
0.001340	0.693109	
0.001350	0.629536	
0.001360	0.547124	
0.001370	0.448471	
0.001380	0.337559	
0.001390	0.218085	
0.001400	0.093986	
0.001410	-0.030221	
0.001420	-0.151093	
0.001430	-0.264844	
0.001440	-0.368070	
0.001450	-0.458243	
0.001460	-0.532413	
0.001470	-0.588497	
0.001480	-0.625012	
0.001490	-0.641091	
0.001500	-0.636620	
0.001510	-0.612146	
0.001520	-0.568759	
0.001530	-0.508130	
0.001540	-0.432460	
0.001550	-0.344164	
0.001560	-0.246721	
0.001570	-0.143362	
0.001580	-0.037460	
0.001590	0.066650	
0.001600	0.166851	
0.001610	0.259855	
0.001620	0.342847	
0.001630	0.413938	
0.001640	0.470738	
0.001650	0.511685	
0.001660	0.535732	
0.001670	0.542392	
0.001680	0.531795	
0.001690	0.504622	
0.001700	0.461977	
0.001710	0.405459	
0.001720	0.336792	
0.001730	0.258878	
0.001740	0.174328	
