y		t
3477.2	0
3173.6	5.1262e-05
2890.3	0.00010252
2626	0.00015379
2379.7	0.00020505
2150.3	0.00025631
1936.7	0.00030757
1737.9	0.00035883
1553.1	0.00041009
1381.5	0.00046136
1222.1	0.00051262
1074.3	0.00056388
937.36	0.00061514
810.54	0.0006664
693.24	0.00071766
584.86	0.00076893
484.84	0.00082019
392.63	0.00087145
307.75	0.00092271
229.71	0.00097397
158.07	0.0010252
92.424	0.0010765
32.366	0.0011278
-22.472	0.001179
-72.437	0.0012303
-117.86	0.0012815
-159.04	0.0013328
-196.27	0.0013841
-229.83	0.0014353
-259.97	0.0014866
-286.93	0.0015379
-310.93	0.0015891
-332.19	0.0016404
-350.91	0.0016916
-367.26	0.0017429
-381.43	0.0017942
-393.58	0.0018454
-403.86	0.0018967
-412.41	0.0019479
-419.38	0.0019992
-424.88	0.0020505
-429.03	0.0021017
-431.95	0.002153
-433.73	0.0022043
-434.48	0.0022555
-434.28	0.0023068
-433.21	0.002358
-431.36	0.0024093
-428.79	0.0024606
-425.59	0.0025118
-421.79	0.0025631
-417.48	0.0026143
-412.7	0.0026656
-407.5	0.0027169
-401.93	0.0027681
-396.03	0.0028194
-389.85	0.0028707
-383.43	0.0029219
-376.78	0.0029732
-369.96	0.0030244
-362.99	0.0030757
-355.89	0.003127
-348.69	0.0031782
-341.42	0.0032295
-334.1	0.0032808
-326.74	0.003332
-319.36	0.0033833
-311.99	0.0034345
-304.63	0.0034858
-297.3	0.0035371
-290	0.0035883
-282.77	0.0036396
-275.59	0.0036908
-268.48	0.0037421
-261.46	0.0037934
-254.52	0.0038446
-247.67	0.0038959
-240.92	0.0039472
-234.28	0.0039984
-227.74	0.0040497
-221.32	0.0041009
-215.01	0.0041522
-208.82	0.0042035
-202.74	0.0042547
-196.79	0.004306
-190.97	0.0043572
-185.26	0.0044085
-179.68	0.0044598
-174.23	0.004511
-168.9	0.0045623
-163.7	0.0046136
-158.62	0.0046648
-153.66	0.0047161
-148.83	0.0047673
-144.11	0.0048186
-139.52	0.0048699
-135.05	0.0049211
-130.7	0.0049724
-126.46	0.0050237
-122.34	0.0050749
-118.33	0.0051262
-114.43	0.0051774
-110.64	0.0052287
-106.96	0.00528
-103.38	0.0053312
-99.907	0.0053825
-96.535	0.0054337
-93.261	0.005485
-90.085	0.0055363
-87.004	0.0055875
-84.016	0.0056388
-81.118	0.0056901
-78.31	0.0057413
-75.587	0.0057926
-72.949	0.0058438
-70.394	0.0058951
-67.918	0.0059464
-65.521	0.0059976
-63.2	0.0060489
-60.953	0.0061001
-58.779	0.0061514
-56.675	0.0062027
-54.639	0.0062539
-52.669	0.0063052
-50.764	0.0063565
-48.922	0.0064077
-47.141	0.006459
-45.419	0.0065102
-43.755	0.0065615
-42.146	0.0066128
-40.592	0.006664
-39.09	0.0067153
-37.639	0.0067665
-36.237	0.0068178
-34.884	0.0068691
-33.576	0.0069203
-32.314	0.0069716
-31.096	0.0070229
-29.919	0.0070741
-28.784	0.0071254
-27.688	0.0071766
-26.63	0.0072279
-25.61	0.0072792
-24.625	0.0073304
-23.675	0.0073817
-22.759	0.007433
-21.876	0.0074842
-21.023	0.0075355
-20.201	0.0075867
-19.409	0.007638
-18.645	0.0076893
-17.908	0.0077405
-17.198	0.0077918
-16.514	0.007843
-15.854	0.0078943
-15.218	0.0079456
-14.606	0.0079968
-14.015	0.0080481
-13.446	0.0080994
-12.898	0.0081506
-12.371	0.0082019
-11.862	0.0082531
-11.372	0.0083044
-10.9	0.0083557
-10.446	0.0084069
-10.009	0.0084582
-9.5872	0.0085094
-9.1816	0.0085607
-8.791	0.008612
-8.4149	0.0086632
-8.0529	0.0087145
-7.7045	0.0087658
-7.3691	0.008817
