  J                         t_p                        w                        I
  7.49999999999999972E-002  3.20000000000000007E-002   4.9999999999999893       1.33306124089873221E-014
  0.11249999999999999       3.40000000000000024E-002   4.9999999999999885       1.46636736498860574E-014
  0.14999999999999999       3.60000000000000042E-002   4.9999999999999876       1.46636736498860574E-014
  0.18750000000000000       3.79999999999999991E-002   4.9999999999999867       1.73297961316835183E-014
  0.22499999999999998       4.00000000000000008E-002   4.9999999999999858       1.73297961316835183E-014
