  t                         w                         U                         I                         alpha
  0.28000000000000003        4.9964822527491757        4.9999999999999991       5.17002907181942934E-003   2.2087622827109064     
  0.28100000000000003        4.9965746210700202        4.9999999999999991       5.03427545735272725E-003   2.2182079698347557     
  0.28200000000000003        4.9966645640018150        4.9999999999999991       4.90208643436985426E-003   2.2276538269902710     
  0.28300000000000003        4.9967521452299373        4.9999999999999991       4.77336840454747457E-003   2.2370998497127963     
  0.28400000000000003        4.9968374267675255        4.9999999999999991       4.64803022724689843E-003   2.2465460336549046     
  0.28500000000000003        4.9969204689993907        4.9999999999999991       4.52598315498268372E-003   2.2559923745833257     
  0.28600000000000003        4.9970013307247703        4.9999999999999991       4.40714077058139593E-003   2.2654388683759445     
  0.28700000000000003        4.9970800691989643        4.9999999999999991       4.29141892599494562E-003   2.2748855110188835     
  0.28800000000000003        4.9971567401738746        4.9999999999999991       4.17873568271686507E-003   2.2843322986036609     
  0.28899999999999998        4.9972313979374823        4.9999999999999991       4.06901125376582951E-003   2.2937792273244226     
  0.28999999999999998        4.9973040953522849        4.9999999999999991       3.96216794720212831E-003   2.3032262934752494     
  0.29099999999999998        4.9973748838927277        4.9999999999999991       3.85813011106227828E-003   2.3126734934475297     
  0.29199999999999998        4.9974438136816479        4.9999999999999991       3.75682407989450916E-003   2.3221208237274062     
  0.29299999999999998        4.9975109335257732        4.9999999999999991       3.65817812249983514E-003   2.3315682808932889     
  0.29399999999999998        4.9975762909502688        4.9999999999999991       3.56212239119458544E-003   2.3410158616134313     
  0.29499999999999998        4.9976399322323939        4.9999999999999991       3.46858887235134642E-003   2.3504635626435681     
  0.29599999999999999        4.9977019024342741        4.9999999999999991       3.37751133822968832E-003   2.3599113808246259     
  0.29699999999999999        4.9977622454347976        4.9999999999999991       3.28882530005347035E-003   2.3693593130804778     
  0.29799999999999999        4.9978210039606932        4.9999999999999991       3.20246796240702611E-003   2.3788073564157717     
  0.29899999999999999        4.9978782196167755        4.9999999999999991       3.11837817874173690E-003   2.3882555079138057     
