  t                         w                         U                         I                         alpha
  0.22200000000000000        4.9834164319161021        4.9999999999999973       2.43728508602104044E-002   1.6614528302505132     
  0.22300000000000000        4.9838556331911184        4.9999999999999973       2.37273572535640319E-002   1.6708742026834476     
  0.22400000000000000        4.9842831737960136        4.9999999999999973       2.30990013203245838E-002   1.6802963925865402     
  0.22500000000000001        4.9846993629735250        4.9999999999999973       2.24873285667993028E-002   1.6897193782803575     
  0.22600000000000001        4.9851045017702713        4.9999999999999973       2.18918965451250329E-002   1.6991431386600568     
  0.22700000000000001        4.9854988832539098        4.9999999999999973       2.13122745340995970E-002   1.7085676531801577     
  0.22800000000000001        4.9858827927245564        4.9999999999999973       2.07480432284760791E-002   1.7179929018397229     
  0.22900000000000001        4.9862565079205865        4.9999999999999973       2.01987944364796640E-002   1.7274188651679301     
  0.23000000000000001        4.9866202992190019        4.9999999999999973       1.96641307853478164E-002   1.7368455242100256     
  0.23100000000000001        4.9869744298304761        4.9999999999999973       1.91436654346553645E-002   1.7462728605136508     
  0.23200000000000001        4.9873191559892351        4.9999999999999973       1.86370217972584053E-002   1.7557008561155301     
  0.23300000000000001        4.9876547271379144        4.9999999999999973       1.81438332676050300E-002   1.7651294935285105     
  0.23400000000000001        4.9879813861075100        4.9999999999999973       1.76637429572563398E-002   1.7745587557289488     
  0.23500000000000001        4.9882993692925695        4.9999999999999973       1.71964034374184373E-002   1.7839886261444284     
  0.23600000000000002        4.9886089068217432        4.9999999999999973       1.67414764882836235E-002   1.7934190886418020     
  0.23700000000000002        4.9889102227238054        4.9999999999999973       1.62986328550176161E-002   1.8028501275155540     
  0.23800000000000002        4.9892035350892883        4.9999999999999973       1.58675520102190860E-002   1.8122817274764684     
  0.23900000000000002        4.9894890562278347        4.9999999999999973       1.54479219226495365E-002   1.8217138736405980     
  0.23999999999999999        4.9897669928213721        4.9999999999999982       1.50394388321216932E-002   1.8311465515185263     
  0.24099999999999999        4.9900375460732382        4.9999999999999982       1.46418070303203415E-002   1.8405797470049137     
  0.24199999999999999        4.9903009118533515        4.9999999999999982       1.42547386474556736E-002   1.8500134463683169     
  0.24299999999999999        4.9905572808395320        4.9999999999999982       1.38779534445505389E-002   1.8594476362412866     
  0.24399999999999999        4.9908068386550966        4.9999999999999982       1.35111786112356372E-002   1.8688823036107169     
  0.24500000000000000        4.9910497660027771        4.9999999999999982       1.31541485689112645E-002   1.8783174358084616     
  0.24600000000000000        4.9912862387951220        4.9999999999999982       1.28066047791094342E-002   1.8877530205021880     
  0.24700000000000000        4.9915164282814244        4.9999999999999982       1.24682955569416654E-002   1.8971890456864799     
  0.24800000000000000        4.9917405011712965        4.9999999999999982       1.21389758894827580E-002   1.9066254996741765     
  0.24900000000000000        4.9919586197549641        4.9999999999999982       1.18184072589758889E-002   1.9160623710879379     
  0.25000000000000000        4.9921709420203744        4.9999999999999982       1.15063574707182145E-002   1.9254996488520335     
  0.25100000000000000        4.9923776217672122        4.9999999999999982       1.12026004854889963E-002   1.9349373221843509     
  0.25200000000000000        4.9925788087178766        4.9999999999999982       1.09069162564522926E-002   1.9443753805886168     
  0.25300000000000000        4.9927746486255336        4.9999999999999982       1.06190905703490435E-002   1.9538138138468182     
  0.25400000000000000        4.9929652833792968        4.9999999999999982       1.03389148929114629E-002   1.9632526120118337     
  0.25500000000000000        4.9931508511066287        4.9999999999999982       1.00661862183666108E-002   1.9726917654002494     
  0.25600000000000001        4.9933314862730258        4.9999999999999982       9.80070692293273996E-003   1.9821312645853755     
  0.25700000000000001        4.9935073197790532        4.9999999999999982       9.54228462219761618E-003   1.9915711003904399     
  0.25800000000000001        4.9936784790548296        4.9999999999999982       9.29073203226392190E-003   2.0010112638819670     
  0.25900000000000001        4.9938450881519838        4.9999999999999982       9.04586683459620601E-003   2.0104517463633287     
  0.26000000000000001        4.9940072678331990        4.9999999999999982       8.80751154441854374E-003   2.0198925393684695     
  0.26100000000000001        4.9941651356593688        4.9999999999999982       8.57549338262324559E-003   2.0293336346557940     
  0.26200000000000001        4.9943188060744399        4.9999999999999982       8.34964415106968783E-003   2.0387750242022205     
  0.26300000000000001        4.9944683904880343        4.9999999999999982       8.12980011116804999E-003   2.0482167001973868     
  0.26400000000000001        4.9946139973558479        4.9999999999999982       7.91580186570754393E-003   2.0576586550380180     
  0.26500000000000001        4.9947557322579375        4.9999999999999982       7.70749424379862155E-003   2.0671008813224336     
  0.26600000000000001        4.9948936979749359        4.9999999999999982       7.50472618886341165E-003   2.0765433718452084     
  0.26700000000000002        4.9950279945622427        4.9999999999999982       7.30735064960261974E-003   2.0859861195919680     
  0.26800000000000002        4.9951587194222400        4.9999999999999982       7.11522447384037651E-003   2.0954291177343265     
  0.26900000000000002        4.9952859673746159        4.9999999999999982       6.92820830519446079E-003   2.1048723596249608     
  0.27000000000000002        4.9954098307248049        4.9999999999999982       6.74616648247365874E-003   2.1143158387928054     
  0.27100000000000002        4.9955303993306286        4.9999999999999991       6.56896694174245645E-003   2.1237595489383865     
  0.27200000000000002        4.9956477612292787        4.9999999999999991       6.39648029483937033E-003   2.1332034838898664     
  0.27300000000000002        4.9957620414625730        4.9999999999999991       6.22852276795165215E-003   2.1426476348811998     
  0.27400000000000002        4.9958733209482533        4.9999999999999991       6.06497543636425659E-003   2.1520919962396561     
  0.27500000000000002        4.9959816784793460        4.9999999999999991       5.90572249806311025E-003   2.1615365624414578     
  0.27600000000000002        4.9960871907799405        4.9999999999999991       5.75065119173845743E-003   2.1709813281078705     
  0.27700000000000002        4.9961899325595232        4.9999999999999991       5.59965171694501527E-003   2.1804262880013923     
  0.27800000000000002        4.9962899765658726        4.9999999999999991       5.45261715635477016E-003   2.1898714370220476     
  0.27900000000000003        4.9963873936365752        4.9999999999999991       5.30944340005250898E-003   2.1993167702037737     
