  t                         alpha1                        alpha2                        alpha3                        alpha4                        alpha5
  0.23200000000000001        3.5738492092968244        2.6543165962930471        1.8070445515930325        1.3479238012707322        1.0705398593032107     
  0.23300000000000001        3.5998766350651286        2.6691879536226248        1.8164674816179514        1.3547887365405495        1.0759363017715062     
  0.23400000000000001        3.6259632240128545        2.6840637347044067        1.8258911313465038        1.3616539348080174        1.0813328875394599     
  0.23500000000000001        3.6521086788664117        2.6989438616684960        1.8353154830798468        1.3685193886992224        1.0867296123312904     
  0.23600000000000002        3.6783127038485990        2.7138282580201172        1.8447405195541076        1.3753850910467986        1.0921264719986410     
  0.23700000000000002        3.7045788147352896        2.7287168486152900        1.8541662239296954        1.3822510348841439        1.0975234625167827     
  0.23800000000000002        3.7309028434028506        2.7436095596369352        1.8635925797808797        1.3891172134398004        1.1029205799809330     
  0.23900000000000002        3.7572844993192644        2.7585063185714018        1.8730195710856192        1.3959836201319906        1.1083178206026825     
  0.23999999999999999        3.7837234934094948        2.7734070541854150        1.8824471822156461        1.4028502485633045        1.1137151807065286     
  0.24099999999999999        3.8102195380481869        2.7883116965034276        1.8918753979267922        1.4097170925155393        1.1191126567265139     
  0.24199999999999999        3.8367723470523862        2.8032201767853722        1.9013042033495478        1.4165841459446811        1.1245102443847070     
  0.24299999999999999        3.8633816356743176        2.8181324275048119        1.9107335839798620        1.4234514029760281        1.1299079395795357     
  0.24399999999999999        3.8900471205941822        2.8330483823274726        1.9201635256701581        1.4303188578994492        1.1353057391411050     
  0.24500000000000000        3.9167685199129951        2.8479679760901622        1.9295940146205799        1.4371865051647774        1.1407036399929615     
  0.24600000000000000        3.9435455531454697        2.8628911447800540        1.9390250373704447        1.4440543393773282        1.1461016391493359     
  0.24700000000000000        3.9703779412129196        2.8778178255143447        1.9484565807899121        1.4509223552935486        1.1514997337124726     
  0.24800000000000000        3.9972654064362114        2.8927479565202678        1.9578886320718547        1.4577905478167841        1.1568979208700336     
  0.24900000000000000        4.0242076725287443        2.9076814771154647        1.9673211787239291        1.4646589119931652        1.1622961978925810     
  0.25000000000000000        4.0512044645894685        2.9226183276887010        1.9767542085608407        1.4715274430076100        1.1676945621311337     
  0.25100000000000000        4.0782555090959383        2.9375584496809251        1.9861877096968004        1.4783961361799378        1.1730930110147959     
  0.25200000000000000        4.1053605338973993        2.9525017855666578        1.9956216705381657        1.4852649869610910        1.1784915420484543     
  0.25300000000000000        4.1325192682079059        2.9674482788357213        2.0050560797762604        1.4921339901412576        1.1838901528105454     
  0.25400000000000000        4.1597314425994902        2.9823978739752826        2.0144909263803781        1.4990031401939912        1.1892888409508864     
  0.25500000000000000        4.1869967889953363        2.9973505164522152        2.0239261995909450        1.5058724330467967        1.1946876041885723     
  0.25600000000000001        4.2143150406630179        3.0123061526957811        2.0333618889128640        1.5127418647401045        1.2000864403099327     
  0.25700000000000001        4.2416859322077531        3.0272647300806095        2.0427979841090114        1.5196114314241338        1.2054853471665501     
  0.25800000000000001        4.2691091995656976        3.0422261969099824        2.0522344751939032        1.5264811293558533        1.2108843226733372     
  0.25900000000000001        4.2965845799972699        3.0571905023994161        2.0616713524275072        1.5333509548960162        1.2162833648066693     
  0.26000000000000001        4.3241118120805151        3.0721575966605315        2.0711086063092154        1.5402209045062869        1.2216824716025727     
  0.26100000000000001        4.3516906357044958        3.0871274306852086        2.0805462275719586        1.5470909747464405        1.2270816411549665     
  0.26200000000000001        4.3793207920627149        3.1020999563300262        2.0899842071764705        1.5539611622716423        1.2324808716139557     
  0.26300000000000001        4.4070020236465837        3.1170751263009708        2.0994225363056858        1.5608314638298040        1.2378801611841759     
  0.26400000000000001        4.4347340742389081        3.1320528941384236        2.1088612063592862        1.5677018762590109        1.2432795081231849     
  0.26500000000000001        4.4625166889074155        3.1470332142024047        2.1183002089483680        1.5745723964850225        1.2486789107399023     
  0.26600000000000001        4.4903496139983092        3.1620160416580858        2.1277395358902536        1.5814430215188415        1.2540783673930980     
  0.26700000000000002        4.5182325971298622        3.1770013324615545        2.1371791792034180        1.5883137484543488        1.2594778764899195     
  0.26800000000000002        4.5461653871860399        3.1919890433458331        2.1466191311025518        1.5951845744660069        1.2648774364844682     
  0.26900000000000002        4.5741477343101478        3.2069791318071443        2.1560593839937336        1.6020554968066247        1.2702770458764137     
  0.27000000000000002        4.6021793898985237        3.2219715560914191        2.1654999304697315        1.6089265128051859        1.2756767032096521     
  0.27100000000000002        4.6302601065942515        3.2369662751810444        2.1749407633054147        1.6157976198647359        1.2810764070710015     
  0.27200000000000002        4.6583896382809131        3.2519631795341279        2.1843818754532767        1.6226688154603290        1.2864761560889362     
  0.27300000000000002        4.6865677400763648        3.2669622993013454        2.1938232600390730        1.6295400971370306        1.2918759489323599     
  0.27400000000000002        4.7147941683265548        3.2819635957291493        2.2032649103575608        1.6364114625079780        1.2972757843094143     
  0.27500000000000002        4.7430686805993547        3.2969670307416226        2.2127068198683495        1.6432829092524899        1.3026756609663193     
  0.27600000000000002        4.7713910356784472        3.3119725669286333        2.2221489821918459        1.6501544351142348        1.3080755776862554     
  0.27700000000000002        4.7997609935572187        3.3269801675341975        2.2315913911053067        1.6570260378994437        1.3134755332882708     
  0.27800000000000002        4.8281783154327034        3.3419897964450396        2.2410340392018173        1.6638977154751768        1.3188755266262246     
  0.27900000000000003        4.8566427636995382        3.3570014181793590        2.2504769191008691        1.6707694657676373        1.3242755565877615     
  0.28000000000000003        4.8851541019439644        3.3720149978757883        2.2599200251550373        1.6776412867605295        1.3296756220933148     
  0.28100000000000003        4.9137120949378561        3.3870305012825499        2.2693633518544876        1.6845131764934667        1.3350757220951421     
  0.28200000000000003        4.9423165086327696        3.4020478947467963        2.2788068938236217        1.6913851330604202        1.3404758555763843     
  0.28300000000000003        4.9709671101540307        3.4170671452041415        2.2882506458178069        1.6982571546082110        1.3458760215501573     
  0.28400000000000003        4.9996636677948523        3.4320882201683727        2.2976946027201866        1.7051292393350457        1.3512762190586669     
  0.28500000000000003        5.0284059510104759        3.4471110877213409        2.3071387595385646        1.7120013854890903        1.3566764471723529     
  0.28600000000000003        5.0571937304123411        3.4621357165030333        2.3165831114023732        1.7188735913670867        1.3620767049890559     
  0.28700000000000003        5.0860267777623029        3.4771620757018114        2.3260276535597031        1.7257458553130052        1.3674769916332101     
  0.28800000000000003        5.1149048659668486        3.4921901350448281        2.3354723813744198        1.7326181757167332        1.3728773062550581     
  0.28899999999999998        5.1438277690713656        3.5072198647886048        2.3449172903233366        1.7394905510128040        1.3782776480298915     
  0.28999999999999998        5.1727952622544358        3.5222512357097786        2.3543623759934666        1.7463629796791598        1.3836780161573130     
  0.29099999999999998        5.2018071218221422        3.5372842190960099        2.3638076340793366        1.7532354602359441        1.3890784098605180     
  0.29199999999999998        5.2308631252024282        3.5523187867370476        2.3732530603803674        1.7601079912443349        1.3944788283855996     
  0.29299999999999998        5.2599630509394668        3.5673549109159506        2.3826986507983214        1.7669805713054068        1.3998792710008752     
  0.29399999999999998        5.2891066786880607        3.5823925644004651        2.3921444013348023        1.7738531990590232        1.4052797369962295     
  0.29499999999999998        5.3182937892080835        3.5974317204345470        2.4015903080888314        1.7807258731827611        1.4106802256824800     
  0.29599999999999999        5.3475241643589326        3.6124723527300420        2.4110363672544666        1.7875985923908668        1.4160807363907588     
  0.29699999999999999        5.3767975870940150        3.6275144354585005        2.4204825751184931        1.7944713554332370        1.4214812684719149     
  0.29799999999999999        5.4061138414552667        3.6425579432431432        2.4299289280581582        1.8013441610944321        1.4268818212959329     
  0.29899999999999999        5.4354727125676972        3.6576028511509655        2.4393754225389737        1.8082170081927136        1.4322823942513676     
  0.29999999999999999        5.4648739866339504        3.6726491346849763        2.4488220551125601        1.8150898955791108        1.4376829867447987     
  0.30099999999999999        5.4943174509289108        3.6876967697765766        2.4582688224145528        1.8219628221365123        1.4430835982002981     
  0.30199999999999999        5.5238028937943193        3.7027457327780708        2.4677157211625524        1.8288357867787803        1.4484842280589134     
  0.30299999999999999        5.5533301046334342        3.7177960004553046        2.4771627481541287        1.8357087884498950        1.4538848757781702     
  0.30399999999999999        5.5828988739057017        3.7328475499804386        2.4866099002648738        1.8425818261231184        1.4592855408315839     
  0.30499999999999999        5.6125089931214607        3.7479003589248414        2.4960571744464985        1.8494548988001802        1.4646862227081889     
  0.30599999999999999        5.6421602548366812        3.7629544052521156        2.5055045677249805        1.8563280055104918        1.4700869209120830     
  0.30700000000000000        5.6718524526477090        3.7780096673112324        2.5149520771987532        1.8632011453103765        1.4754876349619808     
  0.30800000000000000        5.7015853811860637        3.7930661238298016        2.5243997000369403        1.8700743172823235        1.4808883643907835     
  0.30900000000000000        5.7313588361132384        3.8081237539074433        2.5338474334776357        1.8769475205342643        1.4862891087451620     
  0.31000000000000000        5.7611726141155435        3.8231825370092953        2.5432952748262223        1.8838207541988639        1.4916898675851502     
  0.31100000000000000        5.7910265128989584        3.8382424529596086        2.5527432214537309        1.8906940174328382        1.4970906404837503     
  0.31200000000000000        5.8209203311840323        3.8533034819354812        2.5621912707952417        1.8975673094162844        1.5024914270265519     
  0.31300000000000000        5.8508538687007867        3.8683656044606840        2.5716394203483262        1.9044406293520360        1.5078922268113599     
  0.31400000000000000        5.8808269261836585        3.8834288013995946        2.5810876676715204        1.9113139764650284        1.5132930394478352     
  0.31500000000000000        5.9108393053664665        3.8984930539512530        2.5905360103828436        1.9181873500016891        1.5186938645571437     
  0.31600000000000000        5.9408908089773957        3.9135583436435013        2.5999844461583468        1.9250607492293401        1.5240947017716204     
  0.31700000000000000        5.9709812407340142        3.9286246523272399        2.6094329727307004        1.9319341734356206        1.5294955507344368     
  0.31800000000000000        6.0011104053383164        3.9436919621707736        2.6188815878878122        1.9388076219279204        1.5348964110992827     
  0.31900000000000001        6.0312781084717786        3.9587602556542718        2.6283302894714846        1.9456810940328351        1.5402972825300567     
  0.32000000000000001        6.0614841567904589        3.9738295155643057        2.6377790753761006        1.9525545890956320        1.5456981647005641     
  0.32100000000000001        6.0917283579201049        3.9888997249884963        2.6472279435473420        1.9594281064797330        1.5510990572942267     
  0.32200000000000001        6.1220105204512887        4.0039708673102510        2.6566768919809394        1.9663016455662115        1.5564999600037972     
  0.32300000000000001        6.1523304539345807        4.0190429262035892        2.6661259187214545        1.9731752057533025        1.5619008725310846     
  0.32400000000000001        6.1826879688757224        4.0341158856280641        2.6755750218610905        1.9800487864559260        1.5673017945866896     
  0.32500000000000001        6.2130828767308506        4.0491897298237687        2.6850241995385287        1.9869223871052255        1.5727027258897426     
  0.32600000000000001        6.2435149899017235        4.0642644433064303        2.6944734499377980        1.9937960071481187        1.5781036661676526     
  0.32700000000000001        6.2739841217309849        4.0793400108625928        2.7039227712871705        2.0006696460468580        1.5835046151558652     
  0.32800000000000001        6.3044900864974380        4.0944164175448812        2.7133721618580835        2.0075433032786067        1.5889055725976238     
  0.32900000000000001        6.3350326994113653        4.1094936486673479        2.7228216199640856        2.0144169783350261        1.5943065382437396     
  0.33000000000000002        6.3656117766098523        4.1245716898009013        2.7322711439598155        2.0212906707218719        1.5997075118523703     
  0.33100000000000002        6.3962271351521336        4.1396505267688184        2.7417207322399939        2.0281643799586049        1.6051084931888016     
  0.33200000000000002        6.4268785930149823        4.1547301456423291        2.7511703832384549        2.0350381055780100        1.6105094820252390     
  0.33300000000000002        6.4575659690881011        4.1698105327362818        2.7606200954271873        2.0419118471258266        1.6159104781406020     
  0.33400000000000002        6.4882890831695459        4.1848916746048825        2.7700698673154083        2.0487856041603911        1.6213114813203269     
  0.33500000000000002        6.5190477559611750        4.1999735580375122        2.7795196974486531        2.0556593762522857        1.6267124913561750     
  0.33600000000000002        6.5498418090641142        4.2150561700546127        2.7889695844078939        2.0625331629839989        1.6321135080460460     
  0.33700000000000002        6.5806710649742532        4.2301394979036457        2.7984195268086740        2.0694069639495973        1.6375145311937973     
  0.33800000000000002        6.6115353470777523        4.2452235290551288        2.8078695233002673        2.0762807787544024        1.6429155606090668     
  0.33900000000000002        6.6424344796465844        4.2603082511987242        2.8173195725648532        2.0831546070146794        1.6483165961071056     
  0.34000000000000002        6.6733682878340925        4.2753936522394209        2.8267696733167198        2.0900284483573333        1.6537176375086096     
  0.34100000000000003        6.7043365976705678        4.2904797202937592        2.8362198243014771        2.0969023024196156        1.6591186846395591     
  0.34200000000000003        6.7353392360588584        4.3055664436861356        2.8456700242952975        2.1037761688488348        1.6645197373310658     
  0.34300000000000003        6.7663760307699903        4.3206538109451698        2.8551202721041697        2.1106500473020806        1.6699207954192199     
  0.34400000000000003        6.7974468104388164        4.3357418108001289        2.8645705665631715        2.1175239374459491        1.6753218587449419     
  0.34500000000000003        6.8285514045596827        4.3508304321774238        2.8740209065357614        2.1243978389562814        1.6807229271538420     
  0.34600000000000003        6.8596896434821204        4.3659196641971620        2.8834712909130880        2.1312717515179074        1.6861240004960827     
  0.34700000000000003        6.8908613584065641        4.3810094961697539        2.8929217186133149        2.1381456748243970        1.6915250786262408     
  0.34800000000000003        6.9220663813800751        4.3960999175925934        2.9023721885809621        2.1450196085778139        1.6969261614031814     
  0.34900000000000003        6.9533045452921032        4.4111909181467848        2.9118226997862653        2.1518935524884859        1.7023272486899301     
  0.35000000000000003        6.9845756838702648        4.4262824876939302        2.9212732512245481        2.1587675062747711        1.7077283403535495     
  0.35100000000000003        7.0158796316761354        4.4413746162729755        2.9307238419156110        2.1656414696628388        1.7131294362650209     
  0.35199999999999998        7.0472162241010645        4.4564672940302597        2.9401744709031337        2.1725154423864486        1.7185305362991281     
  0.35299999999999998        7.0785852973620349        4.4715605067532787        2.9496251372540998        2.1793894241867453        1.7239316403343490     
  0.35399999999999998        7.1099866884974974        4.4866542451448925        2.9590758400582184        2.1862634148120481        1.7293327482527394     
  0.35499999999999998        7.1414202353632641        4.5017485000695308        2.9685265784273773        2.1931374140176580        1.7347338599398341     
  0.35599999999999998        7.1728857766284184        4.5168432625503936        2.9779773514951033        2.2000114215656592        1.7401349752845416     
  0.35699999999999998        7.2043831517712205        4.5319385237666872        2.9874281584160323        2.2068854372247326        1.7455360941790456     
  0.35799999999999998        7.2359122010750694        4.5470342750509181        2.9968789983653958        2.2137594607699747        1.7509372165187074     
  0.35899999999999999        7.2674727656244418        4.5621305078862147        3.0063298705385191        2.2206334919827162        1.7563383422019720     
  0.35999999999999999        7.2990646873008993        4.5772272139037309        3.0157807741503326        2.2275075306503522        1.7617394711302801     
  0.36099999999999999        7.3306878087790857        4.5923243848800563        3.0252317084348923        2.2343815765661730        1.7671406032079755     
  0.36199999999999999        7.3623419735227333        4.6074220127346939        3.0346826726449150        2.2412556295292001        1.7725417383422228     
  0.36299999999999999        7.3940270257807308        4.6225200895275806        3.0441336660513243        2.2481296893440286        1.7779428764429230     
  0.36399999999999999        7.4257428105831718        4.6376186074566403        3.0535846879428061        2.2550037558206695        1.7833440174226332     
  0.36499999999999999        7.4574891737374429        4.6527175588553931        3.0630357376253761        2.2618778287744052        1.7887451611964869     
  0.36599999999999999        7.4892659618243265        4.6678169361905866        3.0724868144219575        2.2687519080256378        1.7941463076821207     
  0.36699999999999999        7.5210730221941242        4.6829167320598977        3.0819379176719703        2.2756259933997494        1.7995474567995986     
  0.36799999999999999        7.5529102029627895        4.6980169391896416        3.0913890467309266        2.2825000847269643        1.8049486084713409     
  0.36899999999999999        7.5847773530081000        4.7131175504325435        3.1008402009700409        2.2893741818422151        1.8103497626220542     
  0.37000000000000000        7.6166743219658333        4.7282185587655432        3.1102913797758469        2.2962482845850101        1.8157509191786656     
  0.37100000000000000        7.6486009602259672        4.7433199572876319        3.1197425825498235        2.3031223927993079        1.8211520780702553     
  0.37200000000000000        7.6805571189288990        4.7584217392177335        3.1291938087080324        2.3099965063333947        1.8265532392279942     
  0.37300000000000000        7.7125426499616712        4.7735238978926189        3.1386450576807619        2.3168706250397637        1.8319544025850814     
  0.37400000000000000        7.7445574059542546        4.7886264267648579        3.1480963289121791        2.3237447487749949        1.8373555680766871     
  0.37500000000000000        7.7766012402757898        4.8037293194008148        3.1575476218599952        2.3306188773996506        1.8427567356398913     
  0.37600000000000000        7.8086740070309117        4.8188325694786522        3.1669989359951303        2.3374930107781551        1.8481579052136281     
  0.37700000000000000        7.8407744821929013        4.8339361707864104        3.1764502708013960        2.3443671487786930        1.8535590767386325     
  0.37800000000000000        7.8729036368756224        4.8490401172200812        3.1859016257751795        2.3512412912731042        1.8589602501573861     
  0.37900000000000000        7.9050613267519410        4.8641444027817391        3.1953530004251385        2.3581154381367830        1.8643614254140668     
  0.38000000000000000        7.9372474082227953        4.8792490215776958        3.2048043942719011        2.3649895892485762        1.8697626024544969     
  0.38100000000000001        7.9694617384135338        4.8943539678166896        3.2142558068477722        2.3718637444906943        1.8751637812260966     
  0.38200000000000001        8.0017041751702269        4.9094592358081046        3.2237072376964546        2.3787379037486089        1.8805649616778348     
  0.38300000000000001        8.0339745770560427        4.9245648199602199        3.2331586863727648        2.3856120669109711        1.8859661437601862     
  0.38400000000000001        8.0662728033475943        4.9396707147784955        3.2426101524423676        2.3924862338695170        1.8913673274250837     
  0.38500000000000001        8.0985987140313558        4.9547769148638832        3.2520616354815095        2.3993604045189865        1.8967685126258798     
  0.38600000000000001        8.1309521698000662        4.9698834149111590        3.2615131350767590        2.4062345787570374        1.9021696993172987     
  0.38700000000000001        8.1633330320491364        4.9849902097072993        3.2709646508247578        2.4131087564841645        1.9075708874554009     
  0.38800000000000001        8.1957411628731300        5.0000972941298789        3.2804161823319755        2.4199829376036233        1.9129720769975427     
  0.38900000000000001        8.2281764250621929        5.0152046631454965        3.2898677292144685        2.4268571220213495        1.9183732679023366     
  0.39000000000000001        8.2606386820985609        5.0303123118082222        3.2993192910976488        2.4337313096458901        1.9237744601296145     
  0.39100000000000001        8.2931277981530371        5.0454202352580833        3.3087708676160528        2.4406055003883256        1.9291756536403946     
  0.39200000000000002        8.3256436380815284        5.0605284287195680        3.3182224584131204        2.4474796941622023        1.9345768483968406     
  0.39300000000000002        8.3581860674215740        5.0756368875001581        3.3276740631409805        2.4543538908834654        1.9399780443622345     
  0.39400000000000002        8.3907549523888925        5.0907456069888850        3.3371256814602344        2.4612280904703883        1.9453792415009399     
  0.39500000000000002        8.4233501598739604        5.1058545826549180        3.3465773130397545        2.4681022928435121        1.9507804397783706     
  0.39600000000000002        8.4559715574385947        5.1209638100461632        3.3560289575564810        2.4749764979255806        1.9561816391609597     
  0.39700000000000002        8.4886190133125492        5.1360732847879005        3.3654806146952216        2.4818507056414805        1.9615828396161301     
  0.39800000000000002        8.5212923963901588        5.1511830025814378        3.3749322841484664        2.4887249159181803        1.9669840411122657     
  0.39900000000000002        8.5539915762269558        5.1662929592027904        3.3843839656161965        2.4955991286846739        1.9723852436186804     
  0.40000000000000002        8.5867164230363446        5.1814031505013807        3.3938356588057008        2.5024733438719236        1.9777864471055948     
  0.40100000000000002        8.6194668076862602        5.1965135723987652        3.4032873634313998        2.5093475614128069        1.9831876515441056     
  0.40200000000000002        8.6522426016958640        5.2116242208873791        3.4127390792146737        2.5162217812420624        1.9885888569061629     
  0.40300000000000002        8.6850436772322528        5.2267350920293048        3.4221908058836892        2.5230960032962368        1.9939900631645431     
  0.40400000000000003        8.7178699071071790        5.2418461819550624        3.4316425431732367        2.5299702275136395        1.9993912702928236     
  0.40500000000000003        8.7507211647737950        5.2569574868624187        3.4410942908245672        2.5368444538342860        2.0047924782653634     
  0.40600000000000003        8.7835973243234040        5.2720690030152184        3.4505460485852355        2.5437186821998585        2.0101936870572756     
  0.40700000000000003        8.8164982604822377        5.2871807267422373        3.4599978162089462        2.5505929125536553        2.0155948966444073     
  0.40800000000000003        8.8494238486082430        5.3022926544360525        3.4694495934554053        2.5574671448405462        2.0209961070033176     
  0.40900000000000003        8.8823739646878934        5.3174047825519377        3.4789013800901740        2.5643413790069309        2.0263973181112562     
  0.41000000000000003        8.9153484853330021        5.3325171076067654        3.4883531758845225        2.5712156150006935        2.0317985299461445     
  0.41100000000000003        8.9483472877775601        5.3476296261779446        3.4978049806152969        2.5780898527711646        2.0371997424865520     
  0.41200000000000003        8.9813702498746082        5.3627423349023635        3.5072567940647770        2.5849640922690806        2.0426009557116838     
  0.41300000000000003        9.0144172500930875        5.3778552304753600        3.5167086160205479        2.5918383334465416        2.0480021696013555     
  0.41400000000000003        9.0474881675147287        5.3929683096496994        3.5261604462753708        2.5987125762569776        2.0534033841359780     
  0.41500000000000004        9.0805828818309653        5.4080815692345841        3.5356122846270548        2.6055868206551080        2.0588045992965402     
  0.41600000000000004        9.1137012733398315        5.4231950060946685        3.5450641308783357        2.6124610665969117        2.0642058150645908     
  0.41699999999999998        9.1468432229429197        5.4383086171490955        3.5545159848367542        2.6193353140395832        2.0696070314222217     
  0.41799999999999998        9.1800086121423075        5.4534223993705515        3.5639678463145419        2.6262095629415074        2.0750082483520553     
  0.41899999999999998        9.2131973230375372        5.4685363497843325        3.5734197151285030        2.6330838132622216        2.0804094658372239     
  0.41999999999999998        9.2464092383225829        5.4836504654674307        3.5828715910999054        2.6399580649623857        2.0858106838613573     
  0.42099999999999999        9.2796442412828579        5.4987647435476408        3.5923234740543721        2.6468323180037507        2.0912119024085691     
  0.42199999999999999        9.3129022157922154        5.5138791812026700        3.6017753638217740        2.6537065723491269        2.0966131214634394     
  0.42299999999999999        9.3461830463099762        5.5289937756592762        3.6112272602361264        2.6605808279623560        2.1020143410110044     
  0.42399999999999999        9.3794866178779746        5.5441085241924126        3.6206791631354891        2.6674550848082847        2.1074155610367402     
  0.42499999999999999        9.4128128161176026        5.5592234241243901        3.6301310723618685        2.6743293428527313        2.1128167815265524     
  0.42599999999999999        9.4461615272268933        5.5743384728240573        3.6395829877611168        2.6812036020624626        2.1182180024667607     
  0.42699999999999999        9.4795326379775968        5.5894536677059863        3.6490349091828458        2.6880778624051689        2.1236192238440883     
  0.42799999999999999        9.5129260357122885        5.6045690062296831        3.6584868364803280        2.6949521238494345        2.1290204456456507     
  0.42899999999999999        9.5463416083414643        5.6196844858988033        3.6679387695104131        2.7018263863647145        2.1344216678589429     
  0.42999999999999999        9.5797792443407026        5.6348001042603899        3.6773907081334363        2.7087006499213127        2.1398228904718275     
  0.43099999999999999        9.6132388327477774        5.6499158589041114        3.6868426522131368        2.7155749144903556        2.1452241134725250     
  0.43200000000000000        9.6467202631598337        5.6650317474615273        3.6962946016165725        2.7224491800437685        2.1506253368496044     
  0.43300000000000000        9.6802234257305564        5.6801477676053613        3.7057465562140406        2.7293234465542575        2.1560265605919713     
  0.43400000000000000        9.7137482111673545        5.6952639170487744        3.7151985158789991        2.7361977139952849        2.1614277846888577     
  0.43500000000000000        9.7472945107285707        5.7103801935446787        3.7246504804879881        2.7430719823410485        2.1668290091298128     
  0.43600000000000000        9.7808622162206866        5.7254965948850360        3.7341024499205564        2.7499462515664623        2.1722302339046955     
  0.43700000000000000        9.8144512199955560        5.7406131189001774        3.7435544240591851        2.7568205216471342        2.1776314590036612     
  0.43800000000000000        9.8480614149476509        5.7557297634581461        3.7530064027892216        2.7636947925593502        2.1830326844171575     
  0.43900000000000000        9.8816926945113224        5.7708465264640347        3.7624583859988041        2.7705690642800529        2.1884339101359127     
  0.44000000000000000        9.9153449526580637        5.7859634058593405        3.7719103735787969        2.7774433367868250        2.1938351361509292     
  0.44100000000000000        9.9490180838937992        5.8010803996213385        3.7813623654227251        2.7843176100578693        2.1992363624534730     
  0.44200000000000000        9.9827119832561912        5.8161975057624566        3.7908143614267029        2.7911918840719956        2.2046375890350691     
  0.44300000000000000        10.016426546311935        5.8313147223296609        3.8002663614893804        2.7980661588085987        2.2100388158874913     
  0.44400000000000001        10.050161669154111        5.8464320474038631        3.8097183655118751        2.8049404342476452        2.2154400430027574     
  0.44500000000000001        10.083917248399500        5.8615494790993274        3.8191703733977138        2.8118147103696574        2.2208412703731177     
  0.44600000000000001        10.117693181185956        5.8766670155630845        3.8286223850527734        2.8186889871556988        2.2262424979910547     
  0.44700000000000001        10.151489365169754        5.8917846549743755        3.8380744003852238        2.8255632645873576        2.2316437258492692     
  0.44800000000000001        10.185305698522988        5.9069023955440754        3.8475264193054719        2.8324375426467316        2.2370449539406785     
  0.44900000000000001        10.219142079930958        5.9220202355141600        3.8569784417261093        2.8393118213164148        2.2424461822584099     
  0.45000000000000001        10.252998408589580        5.9371381731571544        3.8664304675618539        2.8461861005794855        2.2478474107957904     
  0.45100000000000001        10.286874584202794        5.9522562067756049        3.8758824967295049        2.8530603804194898        2.2532486395463462     
  0.45200000000000001        10.320770506980018        5.9673743347015602        3.8853345291478862        2.8599346608204299        2.2586498685037930     
  0.45300000000000001        10.354686077633568        5.9824925552960533        3.8947865647377986        2.8668089417667533        2.2640510976620321     
  0.45400000000000001        10.388621197376141        5.9976108669486035        3.9042386034219754        2.8736832232433369        2.2694523270151454     
  0.45500000000000002        10.422575767918275        6.0127292680767157        3.9136906451250306        2.8805575052354770        2.2748535565573884     
  0.45600000000000002        10.456549691465836        6.0278477571254010        3.9231426897734130        2.8874317877288793        2.2802547862831855     
  0.45700000000000002        10.490542870717512        6.0429663325666878        3.9325947372953678        2.8943060707096437        2.2856560161871262     
  0.45800000000000002        10.524555208862333        6.0580849928991665        3.9420467876208858        2.9011803541642576        2.2910572462639593     
  0.45900000000000002        10.558586609577183        6.0732037366475167        3.9514988406816616        2.9080546380795815        2.2964584765085885     
  0.46000000000000002        10.592636977024346        6.0883225623620598        3.9609508964110574        2.9149289224428405        2.3018597069160678     
  0.46100000000000002        10.626706215849042        6.1034414686183052        3.9704029547440576        2.9218032072416151        2.3072609374815962     
  0.46200000000000002        10.660794231176993        6.1185604540165262        3.9798550156172290        2.9286774924638284        2.3126621682005162     
  0.46300000000000002        10.694900928611997        6.1336795171813154        3.9893070789686864        2.9355517780977398        2.3180633990683042     
  0.46400000000000002        10.729026214233517        6.1487986567611728        3.9987591447380493        2.9424260641319333        2.3234646300805739     
  0.46500000000000002        10.763169994594262        6.1639178714280840        4.0082112128664118        2.9493003505553101        2.3288658612330648     
  0.46600000000000003        10.797332176717818        6.1790371598771152        4.0176632832963017        2.9561746373570794        2.3342670925216442     
  0.46700000000000003        10.831512668096259        6.1941565208260103        4.0271153559716453        2.9630489245267477        2.3396683239423006     
  0.46800000000000003        10.865711376687772        6.2092759530147958        4.0365674308377368        2.9699232120541148        2.3450695554911403     
  0.46900000000000003        10.899928210914320        6.2243954552053999        4.0460195078412031        2.9767974999292623        2.3504707871643857     
  0.47000000000000003        10.934163079659283        6.2395150261812624        4.0554715869299702        2.9836717881425470        2.3558720189583684     
  0.47100000000000003        10.968415892265146        6.2546346647469688        4.0649236680532352        2.9905460766845935        2.3612732508695307     
  0.47200000000000003        11.002686558531158        6.2697543697278793        4.0743757511614325        2.9974203655462848        2.3666744828944184     
  0.47300000000000003        11.036974988711043        6.2848741399697650        4.0838278362061988        3.0042946547187586        2.3720757150296778     
  0.47400000000000003        11.071281093510695        6.2999939743384603        4.0932799231403569        3.0111689441933960        2.3774769472720565     
  0.47500000000000003        11.105604784085894        6.3151138717195066        4.1027320119178743        3.0180432339618211        2.3828781796183964     
  0.47600000000000003        11.139945972040048        6.3302338310178161        4.1121841024938401        3.0249175240158857        2.3882794120656339     
  0.47700000000000004        11.174304569421910        6.3453538511573333        4.1216361948244407        3.0317918143476703        2.3936806446107943     
  0.47800000000000004        11.208680488723344        6.3604739310806995        4.1310882888669251        3.0386661049494736        2.3990818772509908     
  0.47900000000000004        11.243073642877087        6.3755940697489342        4.1405403845795883        3.0455403958138088        2.4044831099834219     
  0.47999999999999998        11.277483945254513        6.3907142661411100        4.1499924819217391        3.0524146869333970        2.4098843428053689     
  0.48099999999999998        11.311911309663433        6.4058345192540518        4.1594445808536777        3.0592889783011601        2.4152855757141936     
