  t                         w                         U                         I                         alpha
  0.17599999999999999        4.9366279514843789        5.0000000000000000       8.62493573180428685E-002   1.2813299549449562     
  0.17699999999999999        4.9381860453280852        5.0000000000000000       8.41287916142570841E-002   1.2906641636583864     
  0.17799999999999999        4.9397058244636156        5.0000000000000000       8.20603722278678283E-002   1.3000012729471644     
  0.17899999999999999        4.9411882305115142        5.0000000000000000       8.00428176133260311E-002   1.3093412115268812     
  0.17999999999999999        4.9426341819586996        5.0000000000000000       7.80748777099469909E-002   1.3186839098644350     
  0.18099999999999999        4.9440445747267043        5.0000000000000000       7.61553331685324852E-002   1.3280293001350125     
  0.18200000000000000        4.9454202827259568        5.0000000000000000       7.42829945970004540E-002   1.3373773161801288     
  0.18300000000000000        4.9467621583964441        5.0000000000000000       7.24567018245370897E-002   1.3467278934666964     
  0.18400000000000000        4.9480710332351006        5.0000000000000000       7.06753231838245372E-002   1.3560809690470998     
  0.18500000000000000        4.9493477183102472        5.0000000000000000       6.89377548108887489E-002   1.3654364815202513     
  0.18600000000000000        4.9505930047633866        5.0000000000000000       6.72429199621523560E-002   1.3747943709936021     
  0.18700000000000000        4.9518076642986832        5.0000000000000000       6.55897683482549870E-002   1.3841545790460863     
  0.18800000000000000        4.9529924496604192        5.0000000000000000       6.39772754842378444E-002   1.3935170486919768     
  0.18900000000000000        4.9541480950987200        5.0000000000000000       6.24044420556890134E-002   1.4028817243456269     
  0.19000000000000000        4.9552753168238484        5.0000000000000000       6.08702933004485747E-002   1.4122485517870800     
  0.19100000000000000        4.9563748134493339        5.0000000000000000       5.93738784055122884E-002   1.4216174781285216     
  0.19200000000000000        4.9574481855577535        5.0000000000000000       5.79130189780457938E-002   1.4309883821995031     
  0.19300000000000000        4.9584950517610000        5.0000000000000000       5.64882340871490293E-002   1.4403612928726168     
  0.19400000000000001        4.9595160693908316        5.0000000000000000       5.50986291043442517E-002   1.4497361603852421     
  0.19500000000000001        4.9605118794086236        5.0000000000000000       5.37433316814041953E-002   1.4591129362140609     
  0.19600000000000001        4.9614831068138869        5.0000000000000000       5.24214911936640507E-002   1.4684915730441315     
  0.19700000000000001        4.9624303610425855        5.0000000000000000       5.11322781990880618E-002   1.4778720247387354     
  0.19800000000000001        4.9633542363554906        5.0000000000000000       4.98748839086126453E-002   1.4872542463099745     
  0.19900000000000001        4.9642553122168467        5.0000000000000000       4.86485196713922624E-002   1.4966381938901085     
  0.20000000000000001        4.9651341536635778        5.0000000000000000       4.74524164722845282E-002   1.5060238247036020     
  0.20100000000000001        4.9659913116652579        5.0000000000000000       4.62858244416628206E-002   1.5154110970398726     
  0.20200000000000001        4.9668273234751057        5.0000000000000000       4.51480123778253556E-002   1.5247999702267214     
  0.20300000000000001        4.9676427129721956        5.0000000000000000       4.40382672814588413E-002   1.5341904046044248     
  0.20400000000000001        4.9684379909951417        5.0000000000000000       4.29558939011024932E-002   1.5435823615004738     
  0.20500000000000002        4.9692136556674287        5.0000000000000000       4.19002142908757036E-002   1.5529758032049457     
  0.20600000000000002        4.9699701927146309        5.0000000000000000       4.08705673781047177E-002   1.5623706929464882     
  0.20700000000000002        4.9707080757736977        5.0000000000000000       3.98663085430148723E-002   1.5717669948689055     
  0.20800000000000002        4.9714277666945232        5.0000000000000000       3.88868092078532221E-002   1.5811646740083296     
  0.20899999999999999        4.9721297158339786        5.0000000000000000       3.79314564369292659E-002   1.5905636962709597     
  0.20999999999999999        4.9728143623426115        5.0000000000000000       3.69996525463784989E-002   1.5999640284113574     
  0.21099999999999999        4.9734821344441746        5.0000000000000000       3.60908147236141882E-002   1.6093656380112868     
  0.21199999999999999        4.9741334497081846        5.0000000000000000       3.52043746566258128E-002   1.6187684934590789     
  0.21299999999999999        4.9747687153156637        5.0000000000000000       3.43397781719989095E-002   1.6281725639295161     
  0.21400000000000000        4.9753883283182576        5.0000000000000000       3.34964848824348682E-002   1.6375778193642150     
  0.21500000000000000        4.9759926758908843        5.0000000000000000       3.26739678428747196E-002   1.6469842304524982     
  0.21600000000000000        4.9765821355780577        5.0000000000000000       3.18717132152466845E-002   1.6563917686127489     
  0.21700000000000000        4.9771570755340786        5.0000000000000000       3.10892199415631863E-002   1.6658004059742268     
  0.21800000000000000        4.9777178547572323        5.0000000000000000       3.03259994251701033E-002   1.6752101153593379     
  0.21900000000000000        4.9782648233181197        5.0000000000000000       2.95815752199245219E-002   1.6846208702663492     
  0.22000000000000000        4.9787987243669178        5.0000000000000000       2.88549358985147886E-002   1.6940326144358457     
  0.22100000000000000        4.9793194853635336        5.0000000000000000       2.81461801879853146E-002   1.7034453533594001     
  0.22200000000000000        4.9798274293843523        5.0000000000000000       2.74548683813370907E-002   1.7128590625788482     
  0.22300000000000000        4.9803228715665258        5.0000000000000000       2.67805715769609820E-002   1.7222737182370591     
  0.22400000000000000        4.9808061193030131        5.0000000000000000       2.61228714130434733E-002   1.7316892970631663     
  0.22500000000000001        4.9812774724328399        5.0000000000000000       2.54813598086242946E-002   1.7411057763581659     
  0.22600000000000001        4.9817372234266770        5.0000000000000000       2.48556387111836252E-002   1.7505231339808689     
  0.22700000000000001        4.9821856575678645        5.0000000000000000       2.42453198500636770E-002   1.7599413483341957     
  0.22800000000000001        4.9826230531289841        5.0000000000000000       2.36500244962895775E-002   1.7693603983518076     
  0.22900000000000001        4.9830496815440988        5.0000000000000000       2.30693832281189774E-002   1.7787802634850689     
  0.23000000000000001        4.9834658075767635        5.0000000000000000       2.25030357023352327E-002   1.7882009236903300     
  0.23100000000000001        4.9838716894839026        5.0000000000000000       2.19506304312756702E-002   1.7976223594165168     
  0.23200000000000001        4.9842675791756648        5.0000000000000000       2.14118245652417556E-002   1.8070445515930325     
  0.23300000000000001        4.9846537223713572        5.0000000000000000       2.08862836802310367E-002   1.8164674816179514     
  0.23400000000000001        4.9850303587515370        5.0000000000000000       2.03736815710304116E-002   1.8258911313465038     
  0.23500000000000001        4.9853977221063763        5.0000000000000000       1.98737000492220164E-002   1.8353154830798468     
  0.23600000000000002        4.9857560404803820        5.0000000000000000       1.93860287462289671E-002   1.8447405195541076     
  0.23700000000000002        4.9861055363135574        5.0000000000000000       1.89103649212003198E-002   1.8541662239296954     
  0.23800000000000002        4.9864464265790973        5.0000000000000000       1.84464132736275668E-002   1.8635925797808797     
  0.23900000000000002        4.9867789229177024        5.0000000000000000       1.79938857605255638E-002   1.8730195710856192     
  0.23999999999999999        4.9871032317685904        5.0000000000000000       1.75525014181089137E-002   1.8824471822156461     
  0.24099999999999999        4.9874195544972961        5.0000000000000000       1.71219861878906289E-002   1.8918753979267922     
  0.24199999999999999        4.9877280875203258        5.0000000000000000       1.67020727470110486E-002   1.9013042033495478     
  0.24299999999999999        4.9880290224267485        5.0000000000000000       1.62925003427528449E-002   1.9107335839798620     
  0.24399999999999999        4.9883225460968115        5.0000000000000000       1.58930146310918945E-002   1.9201635256701581     
  0.24500000000000000        4.9886088408176192        5.0000000000000000       1.55033675192908262E-002   1.9295940146205799     
  0.24600000000000000        4.9888880843960042        5.0000000000000000       1.51233170122450581E-002   1.9390250373704447     
  0.24700000000000000        4.9891604502685896        5.0000000000000000       1.47526270627124350E-002   1.9484565807899121     
  0.24800000000000000        4.9894261076091775        5.0000000000000000       1.43910674251553003E-002   1.9578886320718547     
  0.24900000000000000        4.9896852214334828        5.0000000000000000       1.40384135131859204E-002   1.9673211787239291     
  0.25000000000000000        4.9899379527012879        5.0000000000000000       1.36944462605419134E-002   1.9767542085608407     
  0.25100000000000000        4.9901844584161168        5.0000000000000000       1.33589519854275685E-002   1.9861877096968004     
  0.25200000000000000        4.9904248917224256        5.0000000000000000       1.30317222582430198E-002   1.9956216705381657     
  0.25300000000000000        4.9906594020004311        5.0000000000000000       1.27125537725100175E-002   2.0050560797762604     
  0.25400000000000000        4.9908881349586016        5.0000000000000000       1.24012482190102372E-002   2.0144909263803781     
  0.25500000000000000        4.9911112327238669        5.0000000000000000       1.20976121629880473E-002   2.0239261995909450     
  0.25600000000000001        4.9913288339296278        5.0000000000000000       1.18014569243930327E-002   2.0333618889128640     
  0.25700000000000001        4.9915410738015904        5.0000000000000000       1.15125984610341386E-002   2.0427979841090114     
  0.25800000000000001        4.9917480842415003        5.0000000000000000       1.12308572546413431E-002   2.0522344751939032     
  0.25900000000000001        4.9919499939088201        5.0000000000000000       1.09560581996877987E-002   2.0616713524275072     
  0.26000000000000001        4.9921469283003876        5.0000000000000000       1.06880304949756935E-002   2.0711086063092154     
  0.26100000000000001        4.9923390098281395        5.0000000000000000       1.04266075378627691E-002   2.0805462275719586     
  0.26200000000000001        4.9925263578948975        5.0000000000000000       1.01716268211090536E-002   2.0899842071764705     
  0.26300000000000001        4.9927090889683265        5.0000000000000000       9.92292983222498211E-003   2.0994225363056858     
  0.26400000000000001        4.9928873166530359        5.0000000000000000       9.68036195533624605E-003   2.1088612063592862     
  0.26500000000000001        4.9930611517609504        5.0000000000000000       9.44377237541634690E-003   2.1183002089483680     
  0.26600000000000001        4.9932307023799245        5.0000000000000000       9.21301398489845699E-003   2.1277395358902536     
  0.26700000000000002        4.9933960739406782        5.0000000000000000       8.98794329256914250E-003   2.1371791792034180     
  0.26800000000000002        4.9935573692820920        5.0000000000000000       8.76842033471598309E-003   2.1466191311025518     
  0.26900000000000002        4.9937146887148982        5.0000000000000000       8.55430858843434470E-003   2.1560593839937336     
  0.27000000000000002        4.9938681300837962        5.0000000000000000       8.34547488708743158E-003   2.1654999304697315     
  0.27100000000000002        4.9940177888280637        5.0000000000000000       8.14178933781994560E-003   2.1749407633054147     
  0.27200000000000002        4.9941637580406537        5.0000000000000000       7.94312524112389742E-003   2.1843818754532767     
  0.27300000000000002        4.9943061285258601        5.0000000000000000       7.74935901235819773E-003   2.1938232600390730     
  0.27400000000000002        4.9944449888555500        5.0000000000000000       7.56037010520881764E-003   2.2032649103575608     
