   i                        t_p                        w                        I
   10.000000000000000       0.15900000000000000        1.9305550523337671        4.1462190585066860     
   25.000000000000000       5.00000000000000028E-002   3.7722222222222039        1.6584873472724755     
   40.000000000000000       3.79999999999999991E-002   4.2326388888888760        1.0365545920452983     
   55.000000000000000       3.40000000000000024E-002   4.4419191919191814       0.75385788512385465     
   70.000000000000000       3.20000000000000007E-002   4.5615079365079270       0.59231690974017370     
