   i                        t_p                        w                        I
   10.000000000000000       0.14499999999999999        4.9999987843982305       1.66757678140413560E-006
   25.000000000000000       4.70000000000000001E-002   4.9999999999999813       2.26620410952784465E-014
   40.000000000000000       3.60000000000000042E-002   4.9999999999999876       1.46636736498860574E-014
   55.000000000000000       3.30000000000000016E-002   4.9999999999999893       1.33306124089873221E-014
   70.000000000000000       3.09999999999999998E-002   4.9999999999999902       1.19975511680885901E-014
