t	x	
0.000000	0.000000	
0.000010	-0.012931	
0.000020	-0.051247	
0.000030	-0.112807	
0.000040	-0.195010	
0.000050	-0.295258	
0.000060	-0.410095	
0.000070	-0.535651	
0.000080	-0.667782	
0.000090	-0.802195	
0.000100	-0.934602	
0.000110	-1.060866	
0.000120	-1.177078	
0.000130	-1.279718	
0.000140	-1.365755	
0.000150	-1.432404	
0.000160	-1.478175	
0.000170	-1.501924	
0.000180	-1.501411	
0.000190	-1.480896	
0.000200	-1.439554	
0.000210	-1.379247	
0.000220	-1.301893	
0.000230	-1.210197	
0.000240	-1.107285	
0.000250	-0.996600	
0.000260	-0.881762	
0.000270	-0.766477	
0.000280	-0.654396	
0.000290	-0.549013	
0.000300	-0.453556	
0.000310	-0.370884	
0.000320	-0.303430	
0.000330	-0.253357	
0.000340	-0.221705	
0.000350	-0.209261	
0.000360	-0.217282	
0.000370	-0.242402	
0.000380	-0.284924	
0.000390	-0.342990	
0.000400	-0.414794	
0.000410	-0.497856	
0.000420	-0.589371	
0.000430	-0.686309	
0.000440	-0.785510	
0.000450	-0.883798	
0.000460	-0.978077	
0.000470	-1.065434	
0.000480	-1.143213	
0.000490	-1.209096	
0.000500	-1.260916	
0.000510	-1.297521	
0.000520	-1.317984	
0.000530	-1.320797	
0.000540	-1.308462	
0.000550	-1.280644	
0.000560	-1.238405	
0.000570	-1.183534	
0.000580	-1.117709	
0.000590	-1.043184	
0.000600	-0.962448	
0.000610	-0.878165	
0.000620	-0.793063	
0.000630	-0.709852	
0.000640	-0.631123	
0.000650	-0.559297	
0.000660	-0.496541	
0.000670	-0.444695	
0.000680	-0.405464	
0.000690	-0.379663	
0.000700	-0.367943	
0.000710	-0.371449	
0.000720	-0.387539	
0.000730	-0.416581	
0.000740	-0.457265	
0.000750	-0.508351	
0.000760	-0.568063	
0.000770	-0.634379	
0.000780	-0.705098	
0.000790	-0.777903	
0.000800	-0.850455	
0.000810	-0.920457	
0.000820	-0.985746	
0.000830	-1.044331	
0.000840	-1.094468	
0.000850	-1.134469	
0.000860	-1.163448	
0.000870	-1.180656	
0.000880	-1.185559	
0.000890	-1.178709	
0.000900	-1.160253	
0.000910	-1.131033	
0.000920	-1.092333	
0.000930	-1.045310	
0.000940	-0.991579	
0.000950	-0.932945	
0.000960	-0.871337	
0.000970	-0.808766	
0.000980	-0.747224	
0.000990	-0.688643	
0.001000	-0.634820	
0.001010	-0.587382	
0.001020	-0.547732	
0.001030	-0.517216	
0.001040	-0.496451	
