t	x	
0.000000	0.000000	
0.000010	-0.012982	
0.000020	-0.052464	
0.000030	-0.116422	
0.000040	-0.203272	
0.000050	-0.312691	
0.000060	-0.443465	
0.000070	-0.594223	
0.000080	-0.763460	
0.000090	-0.949540	
0.000100	-1.150726	
0.000110	-1.365180	
0.000120	-1.590990	
0.000130	-1.826182	
0.000140	-2.068737	
0.000150	-2.316617	
0.000160	-2.567770	
0.000170	-2.820153	
0.000180	-3.071744	
0.000190	-3.320560	
0.000200	-3.564677	
0.000210	-3.802234	
0.000220	-4.031451	
0.000230	-4.250643	
0.000240	-4.458228	
0.000250	-4.652742	
0.000260	-4.832846	
0.000270	-4.997336	
0.000280	-5.145150	
0.000290	-5.274714	
0.000300	-5.385933	
0.000310	-5.478212	
0.000320	-5.551099	
0.000330	-5.604316	
0.000340	-5.634671	
0.000350	-5.648482	
0.000360	-5.643178	
0.000370	-5.618964	
0.000380	-5.576205	
0.000390	-5.516254	
0.000400	-5.439223	
0.000410	-5.345983	
0.000420	-5.237521	
0.000430	-5.114935	
0.000440	-4.979419	
0.000450	-4.832251	
0.000460	-4.674783	
0.000470	-4.508427	
0.000480	-4.334643	
0.000490	-4.154935	
0.000500	-3.970822	
0.000510	-3.783835	
0.000520	-3.595502	
0.000530	-3.407339	
0.000540	-3.220833	
0.000550	-3.037436	
0.000560	-2.858549	
0.000570	-2.685521	
0.000580	-2.519629	
0.000590	-2.362079	
0.000600	-2.213989	
0.000610	-2.076386	
0.000620	-1.950201	
0.000630	-1.836262	
0.000640	-1.735738	
0.000650	-1.648764	
0.000660	-1.575815	
0.000670	-1.517263	
0.000680	-1.473414	
0.000690	-1.446952	
0.000700	-1.434204	
0.000710	-1.434172	
0.000720	-1.448239	
0.000730	-1.476151	
0.000740	-1.517485	
0.000750	-1.571245	
0.000760	-1.637260	
0.000770	-1.714823	
0.000780	-1.803139	
0.000790	-1.901342	
0.000800	-2.008498	
0.000810	-2.123615	
0.000820	-2.245654	
0.000830	-2.373537	
0.000840	-2.506153	
0.000850	-2.642372	
0.000860	-2.781056	
0.000870	-2.921066	
0.000880	-3.061270	
0.000890	-3.200553	
0.000900	-3.337831	
0.000910	-3.472046	
0.000920	-3.602184	
0.000930	-3.727278	
0.000940	-3.846413	
0.000950	-3.958738	
0.000960	-4.063468	
0.000970	-4.159888	
0.000980	-4.247369	
0.000990	-4.324971	
0.001000	-4.392603	
0.001010	-4.449888	
0.001020	-4.496521	
0.001030	-4.532253	
0.001040	-4.556824	
0.001050	-4.569912	
0.001060	-4.573105	
0.001070	-4.565568	
0.001080	-4.547676	
0.001090	-4.519707	
0.001100	-4.482033	
0.001110	-4.435505	
0.001120	-4.380233	
0.001130	-4.316785	
0.001140	-4.245795	
0.001150	-4.167944	
0.001160	-4.083958	
0.001170	-3.994599	
0.001180	-3.900665	
0.001190	-3.802974	
0.001200	-3.702362	
0.001210	-3.599673	
0.001220	-3.495754	
0.001230	-3.391448	
0.001240	-3.287590	
0.001250	-3.184996	
0.001260	-3.084459	
0.001270	-2.986741	
0.001280	-2.892573	
0.001290	-2.802641	
0.001300	-2.717595	
0.001310	-2.638035	
0.001320	-2.564508	
0.001330	-2.497507	
0.001340	-2.437779	
0.001350	-2.385373	
0.001360	-2.340591	
0.001370	-2.303676	
0.001380	-2.274834	
0.001390	-2.254113	
0.001400	-2.244266	
0.001410	-2.240060	
0.001420	-2.243418	
0.001430	-2.254446	
0.001440	-2.272985	
0.001450	-2.298784	
0.001460	-2.331197	
0.001470	-2.370188	
0.001480	-2.415351	
0.001490	-2.466234	
0.001500	-2.522344	
0.001510	-2.583156	
0.001520	-2.648109	
0.001530	-2.716624	
0.001540	-2.788100	
0.001550	-2.861924	
0.001560	-2.937474	
0.001570	-3.014123	
0.001580	-3.091245	
0.001590	-3.168221	
0.001600	-3.244443	
0.001610	-3.319317	
0.001620	-3.392271	
0.001630	-3.462756	
0.001640	-3.530253	
0.001650	-3.594273	
0.001660	-3.654361	
0.001670	-3.710101	
0.001680	-3.760831	
0.001690	-3.806501	
0.001700	-3.846832	
0.001710	-3.881587	
0.001720	-3.910570	
0.001730	-3.933621	
0.001740	-3.950763	
0.001750	-3.961012	
0.001760	-3.965348	
0.001770	-3.964681	
0.001780	-3.958210	
0.001790	-3.946129	
