t	x	
0.000000	0.000000	
0.000010	-0.012964	
0.000020	-0.051847	
0.000030	-0.114814	
0.000040	-0.200027	
0.000050	-0.306265	
0.000060	-0.431522	
0.000070	-0.573513	
0.000080	-0.729727	
0.000090	-0.897463	
0.000100	-1.073883	
0.000110	-1.256042	
0.000120	-1.440963	
0.000130	-1.625671	
0.000140	-1.807236	
0.000150	-1.982841	
0.000160	-2.149797	
0.000170	-2.305597	
0.000180	-2.447943	
0.000190	-2.574788	
0.000200	-2.684373	
0.000210	-2.774790	
0.000220	-2.845330	
0.000230	-2.895178	
0.000240	-2.923763	
0.000250	-2.928482	
0.000260	-2.915141	
0.000270	-2.881527	
0.000280	-2.828486	
0.000290	-2.757581	
0.000300	-2.669783	
0.000310	-2.566740	
0.000320	-2.450325	
0.000330	-2.322590	
0.000340	-2.185738	
0.000350	-2.042084	
0.000360	-1.894020	
0.000370	-1.743963	
0.000380	-1.594324	
0.000390	-1.447475	
0.000400	-1.305686	
0.000410	-1.171123	
0.000420	-1.045805	
0.000430	-0.931569	
0.000440	-0.830051	
0.000450	-0.742666	
0.000460	-0.670982	
0.000470	-0.615498	
0.000480	-0.576853	
0.000490	-0.555152	
0.000500	-0.553207	
0.000510	-0.565793	
0.000520	-0.594688	
0.000530	-0.639230	
0.000540	-0.698089	
0.000550	-0.770503	
0.000560	-0.855119	
0.000570	-0.950405	
0.000580	-1.054683	
0.000590	-1.166164	
0.000600	-1.282960	
0.000610	-1.403130	
0.000620	-1.524715	
0.000630	-1.645766	
0.000640	-1.764376	
0.000650	-1.878704	
0.000660	-1.987011	
0.000670	-2.087681	
0.000680	-2.179231	
0.000690	-2.260351	
0.000700	-2.329915	
0.000710	-2.386638	
0.000720	-2.430178	
0.000730	-2.460031	
0.000740	-2.475936	
0.000750	-2.476400	
0.000760	-2.464832	
0.000770	-2.440127	
0.000780	-2.402842	
0.000790	-2.354111	
0.000800	-2.294521	
0.000810	-2.225182	
0.000820	-2.147345	
0.000830	-2.062375	
0.000840	-1.971732	
0.000850	-1.876946	
0.000860	-1.779591	
0.000870	-1.681250	
0.000880	-1.583498	
0.000890	-1.487871	
0.000900	-1.395847	
0.000910	-1.308827	
0.000920	-1.228110	
0.000930	-1.154877	
0.000940	-1.090175	
0.000950	-1.035246	
0.000960	-0.990469	
0.000970	-0.956395	
0.000980	-0.933416	
0.000990	-0.921846	
0.001000	-0.922459	
0.001010	-0.932836	
0.001020	-0.953816	
0.001030	-0.984886	
0.001040	-1.025087	
0.001050	-1.073964	
0.001060	-1.130611	
0.001070	-1.194010	
0.001080	-1.263052	
0.001090	-1.336552	
0.001100	-1.413271	
0.001110	-1.491937	
0.001120	-1.571271	
0.001130	-1.650006	
0.001140	-1.726909	
0.001150	-1.800793	
0.001160	-1.870536	
0.001170	-1.935096	
0.001180	-1.993530	
0.001190	-2.045003	
0.001200	-2.088512	
0.001210	-2.123781	
0.001220	-2.150427	
0.001230	-2.168093	
0.001240	-2.174920	
