t	v	
0.000000	0.000000	
0.000010	0.071650	
0.000020	0.272978	
0.000030	0.584293	
0.000040	0.986664	
0.000050	1.461586	
0.000060	1.991684	
0.000070	2.560245	
0.000080	3.150729	
0.000090	3.747995	
0.000100	4.338143	
0.000110	4.907801	
0.000120	5.445732	
0.000130	5.940883	
0.000140	6.383604	
0.000150	6.765491	
0.000160	7.079421	
0.000170	7.319594	
0.000180	7.481526	
0.000190	7.562082	
0.000200	7.559444	
0.000210	7.473079	
0.000220	7.303716	
0.000230	7.053299	
0.000240	6.724941	
0.000250	6.322837	
0.000260	5.852158	
0.000270	5.318983	
0.000280	4.730195	
0.000290	4.093407	
0.000300	3.416788	
0.000310	2.709041	
0.000320	1.978964	
0.000330	1.236232	
0.000340	0.490375	
0.000350	-0.249755	
0.000360	-0.974843	
0.000370	-1.676219	
0.000380	-2.346225	
0.000390	-2.976535	
0.000400	-3.559814	
0.000410	-4.089388	
0.000420	-4.559335	
0.000430	-4.964556	
0.000440	-5.300820	
0.000450	-5.564816	
0.000460	-5.754214	
0.000470	-5.867626	
0.000480	-5.904639	
0.000490	-5.865810	
0.000500	-5.752650	
0.000510	-5.567588	
0.000520	-5.313948	
0.000530	-4.995860	
0.000540	-4.618203	
0.000550	-4.186570	
0.000560	-3.707160	
0.000570	-3.186690	
0.000580	-2.632338	
0.000590	-2.051329	
0.000600	-1.451978	
0.000610	-0.842155	
0.000620	-0.230432	
0.000630	0.375932	
0.000640	0.969318	
0.000650	1.542478	
0.000660	2.089098	
0.000670	2.602181	
0.000680	3.075654	
0.000690	3.504014	
0.000700	3.882395	
0.000710	4.206626	
0.000720	4.473276	
0.000730	4.679687	
0.000740	4.824035	
0.000750	4.905279	
0.000760	4.923197	
0.000770	4.878369	
0.000780	4.772171	
0.000790	4.606736	
0.000800	4.384941	
0.000810	4.110322	
0.000820	3.787044	
0.000830	3.419837	
0.000840	3.013925	
0.000850	2.574978	
0.000860	2.109017	
0.000870	1.622068	
0.000880	1.121093	
0.000890	0.612653	
0.000900	0.104164	
0.000910	-0.398642	
0.000920	-0.889601	
0.000930	-1.362638	
0.000940	-1.812609	
0.000950	-2.233759	
0.000960	-2.621115	
0.000970	-2.970187	
0.000980	-3.277041	
0.000990	-3.538327	
0.001000	-3.751302	
0.001010	-3.913876	
0.001020	-4.024653	
0.001030	-4.082893	
0.001040	-4.088531	
0.001050	-4.042169	
0.001060	-3.945063	
0.001070	-3.799114	
0.001080	-3.606808	
0.001090	-3.371178	
0.001100	-3.095772	
0.001110	-2.784602	
0.001120	-2.442090	
0.001130	-2.072999	
0.001140	-1.682351	
0.001150	-1.275238	
0.001160	-0.857463	
0.001170	-0.434498	
0.001180	-0.012260	
0.001190	0.404407	
0.001200	0.810236	
0.001210	1.200263	
0.001220	1.570335	
0.001230	1.915688	
0.001240	2.232258	
0.001250	2.516394	
0.001260	2.764905	
0.001270	2.975098	
0.001280	3.144788	
0.001290	3.272326	
0.001300	3.356662	
0.001310	3.397280	
0.001320	3.394226	
0.001330	3.348101	
0.001340	3.260047	
0.001350	3.131744	
0.001360	2.965337	
0.001370	2.763424	
0.001380	2.529031	
0.001390	2.265555	
0.001400	1.976719	
0.001410	1.666519	
0.001420	1.338932	
0.001430	0.998833	
0.001440	0.650711	
0.001450	0.299137	
0.001460	-0.050716	
0.001470	-0.395209	
0.001480	-0.729971	
0.001490	-1.050878	
0.001500	-1.354627	
0.001510	-1.637222	
0.001520	-1.895371	
0.001530	-2.126113	
0.001540	-2.326869	
0.001550	-2.495484	
0.001560	-2.630213	
0.001570	-2.729775	
0.001580	-2.793380	
0.001590	-2.820688	
0.001600	-2.811821	
0.001610	-2.767355	
0.001620	-2.688331	
0.001630	-2.576206	
0.001640	-2.432827	
0.001650	-2.260418	
0.001660	-2.061540	
0.001670	-1.839060	
0.001680	-1.596109	
0.001690	-1.336046	
0.001700	-1.062214	
0.001710	-0.778680	
0.001720	-0.489186	
0.001730	-0.197515	
0.001740	0.091904	
0.001750	0.376299	
0.001760	0.651989	
0.001770	0.915587	
0.001780	1.164475	
0.001790	1.395344	
0.001800	1.605501	
0.001810	1.792530	
0.001820	1.954366	
0.001830	2.089292	
0.001840	2.195921	
0.001850	2.273253	
0.001860	2.320714	
0.001870	2.338089	
0.001880	2.325546	
0.001890	2.283630	
0.001900	2.213280	
0.001910	2.115753	
0.001920	1.992633	
0.001930	1.845812	
0.001940	1.677460	
0.001950	1.489996	
0.001960	1.286051	
0.001970	1.068171	
0.001980	0.839782	
0.001990	0.603922	
0.002000	0.363698	
0.002010	0.122532	
0.002020	-0.116245	
0.002030	-0.350301	
0.002040	-0.576637	
0.002050	-0.792484	
0.002060	-0.995796	
0.002070	-1.183808	
0.002080	-1.354339	
0.002090	-1.505452	
0.002100	-1.635479	
0.002110	-1.743038	
0.002120	-1.827047	
0.002130	-1.886734	
0.002140	-1.921686	
0.002150	-1.931782	
0.002160	-1.917215	
0.002170	-1.878501	
0.002180	-1.816461	
0.002190	-1.732175	
0.002200	-1.626998	
0.002210	-1.502535	
0.002220	-1.360616	
0.002230	-1.203274	
0.002240	-1.032711	
0.002250	-0.851050	
0.002260	-0.661159	
0.002270	-0.465559	
0.002280	-0.266826	
0.002290	-0.068055	
0.002300	0.128693	
0.002310	0.320990	
0.002320	0.506493	
0.002330	0.682939	
0.002340	0.848726	
0.002350	1.001567	
0.002360	1.139691	
0.002370	1.261537	
0.002380	1.365765	
0.002390	1.451284	
0.002400	1.517241	
0.002410	1.563040	
0.002420	1.588394	
0.002430	1.593248	
0.002440	1.577806	
0.002450	1.542552	
0.002460	1.488192	
0.002470	1.415656	
0.002480	1.326099	
0.002490	1.220878	
0.002500	1.101535	
0.002510	0.969772	
0.002520	0.827146	
0.002530	0.676075	
0.002540	0.518586	
0.002550	0.356767	
0.002560	0.192732	
0.002570	0.029133	
0.002580	-0.132561	
0.002590	-0.290248	
0.002600	-0.442016	
0.002610	-0.586020	
0.002620	-0.720928	
0.002630	-0.844911	
0.002640	-0.956537	
0.002650	-1.054552	
0.002660	-1.137885	
0.002670	-1.205668	
0.002680	-1.257235	
0.002690	-1.292133	
0.002700	-1.310168	
0.002710	-1.311331	
0.002720	-1.295829	
0.002730	-1.264104	
0.002740	-1.216764	
0.002750	-1.154606	
0.002760	-1.078611	
0.002770	-0.989924	
0.002780	-0.889838	
0.002790	-0.779777	
0.002800	-0.661073	
0.002810	-0.535686	
0.002820	-0.405295	
0.002830	-0.271631	
0.002840	-0.136453	
0.002850	-0.001612	
0.002860	0.131329	
0.002870	0.260651	
0.002880	0.384815	
0.002890	0.502312	
0.002900	0.612093	
0.002910	0.712651	
0.002920	0.802832	
0.002930	0.881628	
0.002940	0.948187	
0.002950	1.001818	
0.002960	1.042004	
0.002970	1.068422	
0.002980	1.080929	
0.002990	1.079547	
0.003000	1.064478	
0.003010	1.036109	
0.003020	0.994977	
0.003030	0.941766	
0.003040	0.877307	
0.003050	0.802567	
0.003060	0.718631	
0.003070	0.626453	
0.003080	0.527675	
0.003090	0.423636	
0.003100	0.315730	
0.003110	0.205387	
0.003120	0.094081	
0.003130	-0.016130	
0.003140	-0.124818	
0.003150	-0.230286	
0.003160	-0.331304	
0.003170	-0.426648	
0.003180	-0.515513	
0.003190	-0.596649	
0.003200	-0.669123	
0.003210	-0.732137	
0.003220	-0.785013	
0.003230	-0.827211	
0.003240	-0.858338	
0.003250	-0.878156	
0.003260	-0.886564	
0.003270	-0.883606	
0.003280	-0.869477	
0.003290	-0.844501	
0.003300	-0.809149	
0.003310	-0.764003	
0.003320	-0.709763	
0.003330	-0.647239	
0.003340	-0.577335	
0.003350	-0.500844	
0.003360	-0.419133	
0.003370	-0.333309	
0.003380	-0.244518	
0.003390	-0.153942	
0.003400	-0.062913	
0.003410	0.027144	
0.003420	0.115591	
0.003430	0.201273	
0.003440	0.283141	
0.003450	0.360205	
0.003460	0.431855	
0.003470	0.497063	
0.003480	0.555087	
0.003490	0.605285	
0.003500	0.647122	
0.003510	0.680179	
0.003520	0.704162	
0.003530	0.718886	
0.003540	0.724288	
0.003550	0.720424	
0.003560	0.707467	
0.003570	0.685701	
0.003580	0.655528	
0.003590	0.617445	
0.003600	0.572040	
0.003610	0.519986	
0.003620	0.461806	
0.003630	0.398658	
0.003640	0.331406	
0.003650	0.260957	
0.003660	0.188256	
0.003670	0.114272	
0.003680	0.040098	
0.003690	-0.033178	
0.003700	-0.104961	
0.003710	-0.174341	
0.003720	-0.240468	
0.003730	-0.302547	
0.003740	-0.359838	
0.003750	-0.412038	
0.003760	-0.458302	
0.003770	-0.498122	
0.003780	-0.531081	
0.003790	-0.556857	
0.003800	-0.575220	
0.003810	-0.586036	
0.003820	-0.589268	
0.003830	-0.584978	
0.003840	-0.573319	
0.003850	-0.554540	
0.003860	-0.528975	
0.003870	-0.497044	
0.003880	-0.459241	
0.003890	-0.416125	
0.003900	-0.368127	
0.003910	-0.316209	
0.003920	-0.261081	
0.003930	-0.203485	
0.003940	-0.144194	
0.003950	-0.084002	
0.003960	-0.023826	
0.003970	0.035479	
0.003980	0.093578	
0.003990	0.149531	
0.004000	0.202730	
0.004010	0.252533	
0.004020	0.298351	
0.004030	0.339992	
0.004040	0.376751	
0.004050	0.408231	
0.004060	0.434105	
0.004070	0.454121	
0.004080	0.468103	
0.004090	0.475955	
0.004100	0.477662	
0.004110	0.473283	
0.004120	0.462956	
0.004130	0.446894	
0.004140	0.425378	
0.004150	0.398756	
0.004160	0.367439	
0.004170	0.331667	
0.004180	0.292276	
0.004190	0.249811	
0.004200	0.204849	
0.004210	0.158000	
0.004220	0.109888	
0.004230	0.061153	
0.004240	0.012730	
0.004250	-0.034984	
0.004260	-0.081626	
0.004270	-0.126478	
0.004280	-0.169021	
0.004290	-0.208751	
0.004300	-0.245208	
0.004310	-0.277982	
0.004320	-0.307010	
0.004330	-0.331744	
0.004340	-0.351931	
0.004350	-0.367377	
0.004360	-0.377950	
0.004370	-0.383585	
0.004380	-0.384275	
0.004390	-0.380079	
0.004400	-0.371118	
0.004410	-0.357571	
0.004420	-0.339673	
0.004430	-0.317482	
0.004440	-0.291630	
0.004450	-0.262500	
0.004460	-0.230513	
0.004470	-0.196117	
0.004480	-0.159782	
0.004490	-0.121997	
0.004500	-0.083269	
0.004510	-0.044098	
0.004520	-0.005307	
0.004530	0.032984	
0.004540	0.070274	
0.004550	0.106088	
0.004560	0.139996	
0.004570	0.171597	
0.004580	0.200525	
0.004590	0.226458	
0.004600	0.249113	
0.004610	0.268257	
0.004620	0.283703	
0.004630	0.295315	
0.004640	0.303007	
0.004650	0.306744	
0.004660	0.306542	
0.004670	0.302467	
0.004680	0.294633	
0.004690	0.283196	
0.004700	0.268361	
0.004710	0.250367	
0.004720	0.229492	
0.004730	0.206045	
0.004740	0.180363	
0.004750	0.152803	
0.004760	0.123744	
0.004770	0.093597	
0.004780	0.062707	
0.004790	0.031552	
0.004800	0.000779	
0.004810	-0.029623	
0.004820	-0.059125	
0.004830	-0.087474	
0.004840	-0.114238	
0.004850	-0.139135	
0.004860	-0.161879	
0.004870	-0.182214	
0.004880	-0.199922	
0.004890	-0.214821	
0.004900	-0.226765	
0.004910	-0.235651	
0.004920	-0.241416	
0.004930	-0.244035	
0.004940	-0.243526	
0.004950	-0.239945	
0.004960	-0.233387	
0.004970	-0.223980	
0.004980	-0.211889	
0.004990	-0.197310	
0.005000	-0.180465	
0.005010	-0.161603	
0.005020	-0.140993	
0.005030	-0.118924	
0.005040	-0.095725	
0.005050	-0.071643	
0.005060	-0.047037	
0.005070	-0.022287	
0.005080	0.002118	
0.005090	0.026164	
0.005100	0.049462	
0.005110	0.071799	
0.005120	0.092925	
0.005130	0.112501	
0.005140	0.130345	
0.005150	0.146259	
0.005160	0.160071	
0.005170	0.171639	
0.005180	0.180853	
0.005190	0.187633	
0.005200	0.191932	
0.005210	0.193735	
0.005220	0.193059	
0.005230	0.189952	
0.005240	0.184490	
0.005250	0.176781	
0.005260	0.166958	
0.005270	0.155177	
0.005280	0.141619	
0.005290	0.126482	
0.005300	0.109983	
0.005310	0.092377	
0.005320	0.073850	
0.005330	0.054672	
0.005340	0.035127	
0.005350	0.015523	
0.005360	-0.003779	
0.005370	-0.022713	
0.005380	-0.041084	
0.005390	-0.058634	
0.005400	-0.075192	
0.005410	-0.090572	
0.005420	-0.104528	
0.005430	-0.116941	
0.005440	-0.127680	
0.005450	-0.136634	
0.005460	-0.143718	
0.005470	-0.148872	
0.005480	-0.152061	
0.005490	-0.153276	
0.005500	-0.152532	
0.005510	-0.149871	
0.005520	-0.145355	
0.005530	-0.139071	
0.005540	-0.131127	
0.005550	-0.121648	
0.005560	-0.110779	
0.005570	-0.098679	
0.005580	-0.085540	
0.005590	-0.071504	
0.005600	-0.056776	
0.005610	-0.041577	
0.005620	-0.026111	
0.005630	-0.010664	
0.005640	0.004531	
0.005650	0.019404	
0.005660	0.033815	
0.005670	0.047547	
0.005680	0.060472	
0.005690	0.072446	
0.005700	0.083336	
0.005710	0.093022	
0.005720	0.101339	
0.005730	0.108243	
0.005740	0.113669	
0.005750	0.117571	
0.005760	0.119924	
