t	v	
0.000000	0.000000	
0.000010	0.102205	
0.000020	0.388535	
0.000030	0.829651	
0.000040	1.396480	
0.000050	2.060989	
0.000060	2.796039	
0.000070	3.575476	
0.000080	4.373539	
0.000090	5.165156	
0.000100	5.931126	
0.000110	6.652098	
0.000120	7.309952	
0.000130	7.888973	
0.000140	8.375626	
0.000150	8.758626	
0.000160	9.029361	
0.000170	9.181478	
0.000180	9.211049	
0.000190	9.116630	
0.000200	8.899064	
0.000210	8.561500	
0.000220	8.109135	
0.000230	7.549172	
0.000240	6.890773	
0.000250	6.144327	
0.000260	5.321810	
0.000270	4.436352	
0.000280	3.502077	
0.000290	2.533556	
0.000300	1.546623	
0.000310	0.556907	
0.000320	-0.420542	
0.000330	-1.371322	
0.000340	-2.282010	
0.000350	-3.138935	
0.000360	-3.929734	
0.000370	-4.643242	
0.000380	-5.269656	
0.000390	-5.800706	
0.000400	-6.229563	
0.000410	-6.551385	
0.000420	-6.762920	
0.000430	-6.862777	
0.000440	-6.851298	
0.000450	-6.730599	
0.000460	-6.504450	
0.000470	-6.178352	
0.000480	-5.759011	
0.000490	-5.254607	
0.000500	-4.674543	
0.000510	-4.029249	
0.000520	-3.330099	
0.000530	-2.589087	
0.000540	-1.818505	
0.000550	-1.031652	
0.000560	-0.242467	
0.000570	0.537231	
0.000580	1.295675	
0.000590	2.021848	
0.000600	2.704489	
0.000610	3.333474	
0.000620	3.899680	
0.000630	4.395113	
0.000640	4.813054	
0.000650	5.148102	
0.000660	5.396258	
0.000670	5.555000	
0.000680	5.623232	
0.000690	5.601314	
0.000700	5.491028	
0.000710	5.295541	
0.000720	5.019333	
0.000730	4.668059	
0.000740	4.248458	
0.000750	3.768289	
0.000760	3.236135	
0.000770	2.661259	
0.000780	2.053182	
0.000790	1.422732	
0.000800	0.780276	
0.000810	0.136747	
0.000820	-0.497929	
0.000830	-1.114121	
0.000840	-1.702373	
0.000850	-2.254708	
0.000860	-2.762455	
0.000870	-3.218295	
0.000880	-3.615830	
0.000890	-3.949692	
0.000900	-4.215603	
0.000910	-4.410431	
0.000920	-4.532259	
0.000930	-4.580323	
0.000940	-4.555043	
0.000950	-4.457996	
0.000960	-4.291871	
0.000970	-4.060423	
0.000980	-3.768359	
0.000990	-3.421278	
0.001000	-3.025555	
0.001010	-2.588255	
0.001020	-2.117008	
0.001030	-1.619553	
0.001040	-1.104795	
0.001050	-0.581174	
0.001060	-0.058077	
0.001070	0.457104	
0.001080	0.956401	
0.001090	1.432168	
0.001100	1.878039	
0.001110	2.286988	
0.001120	2.653123	
0.001130	2.971342	
0.001140	3.237370	
0.001150	3.447822	
0.001160	3.600241	
0.001170	3.693175	
0.001180	3.726104	
0.001190	3.699467	
0.001200	3.614637	
0.001210	3.473917	
0.001220	3.280433	
0.001230	3.038089	
0.001240	2.751508	
0.001250	2.425949	
0.001260	2.067213	
0.001270	1.681512	
0.001280	1.275197	
0.001290	0.855544	
0.001300	0.429452	
0.001310	0.004344	
0.001320	-0.413686	
0.001330	-0.818049	
0.001340	-1.202617	
0.001350	-1.562339	
0.001360	-1.891517	
0.001370	-2.185428	
0.001380	-2.439980	
0.001390	-2.651778	
0.001400	-2.818142	
0.001410	-2.937143	
0.001420	-3.007692	
0.001430	-3.029452	
0.001440	-3.002858	
0.001450	-2.929111	
0.001460	-2.810171	
