t	f	
0.005780	-0.005255	
0.005790	-0.005976	
0.005800	-0.006581	
0.005810	-0.007066	
0.005820	-0.007426	
0.005830	-0.007660	
0.005840	-0.007768	
0.005850	-0.007752	
0.005860	-0.007617	
0.005870	-0.007367	
0.005880	-0.007011	
0.005890	-0.006558	
0.005900	-0.006017	
0.005910	-0.005399	
0.005920	-0.004716	
0.005930	-0.003982	
0.005940	-0.003209	
0.005950	-0.002410	
0.005960	-0.001598	
0.005970	-0.000787	
0.005980	0.000011	
0.005990	0.000784	
0.006000	0.001522	
0.006010	0.002212	
0.006020	0.002848	
0.006030	0.003419	
0.006040	0.003919	
0.006050	0.004343	
0.006060	0.004687	
0.006070	0.004948	
0.006080	0.005123	
0.006090	0.005214	
0.006100	0.005221	
0.006110	0.005147	
0.006120	0.004995	
0.006130	0.004771	
0.006140	0.004480	
0.006150	0.004128	
0.006160	0.003723	
0.006170	0.003273	
0.006180	0.002786	
0.006190	0.002271	
0.006200	0.001737	
0.006210	0.001193	
0.006220	0.000646	
0.006230	0.000107	
0.006240	-0.000417	
0.006250	-0.000918	
0.006260	-0.001390	
0.006270	-0.001826	
0.006280	-0.002219	
0.006290	-0.002566	
0.006300	-0.002863	
0.006310	-0.003106	
0.006320	-0.003293	
0.006330	-0.003424	
0.006340	-0.003497	
0.006350	-0.003514	
0.006360	-0.003476	
0.006370	-0.003385	
0.006380	-0.003244	
0.006390	-0.003058	
0.006400	-0.002829	
0.006410	-0.002565	
0.006420	-0.002268	
0.006430	-0.001946	
0.006440	-0.001603	
0.006450	-0.001246	
0.006460	-0.000881	
0.006470	-0.000514	
0.006480	-0.000150	
0.006490	0.000205	
0.006500	0.000546	
0.006510	0.000868	
0.006520	0.001166	
0.006530	0.001437	
0.006540	0.001678	
0.006550	0.001885	
0.006560	0.002056	
0.006570	0.002190	
0.006580	0.002286	
0.006590	0.002344	
0.006600	0.002363	
0.006610	0.002345	
0.006620	0.002292	
0.006630	0.002204	
0.006640	0.002085	
0.006650	0.001938	
0.006660	0.001764	
0.006670	0.001569	
0.006680	0.001356	
0.006690	0.001128	
0.006700	0.000890	
0.006710	0.000646	
0.006720	0.000399	
0.006730	0.000153	
0.006740	-0.000087	
0.006750	-0.000319	
0.006760	-0.000538	
0.006770	-0.000742	
0.006780	-0.000929	
0.006790	-0.001095	
0.006800	-0.001239	
0.006810	-0.001359	
0.006820	-0.001455	
0.006830	-0.001525	
0.006840	-0.001569	
0.006850	-0.001588	
0.006860	-0.001581	
0.006870	-0.001550	
0.006880	-0.001496	
0.006890	-0.001421	
0.006900	-0.001326	
0.006910	-0.001213	
0.006920	-0.001085	
0.006930	-0.000944	
0.006940	-0.000792	
0.006950	-0.000633	
0.006960	-0.000470	
0.006970	-0.000304	
0.006980	-0.000138	
0.006990	0.000024	
0.007000	0.000181	
0.007010	0.000331	
0.007020	0.000470	
0.007030	0.000598	
0.007040	0.000713	
0.007050	0.000813	
0.007060	0.000898	
0.007070	0.000966	
0.007080	0.001017	
0.007090	0.001050	
0.007100	0.001066	
0.007110	0.001065	
0.007120	0.001048	
0.007130	0.001015	
0.007140	0.000967	
0.007150	0.000906	
0.007160	0.000833	
0.007170	0.000749	
0.007180	0.000655	
0.007190	0.000555	
0.007200	0.000449	
0.007210	0.000340	
0.007220	0.000228	
0.007230	0.000117	
0.007240	0.000007	
0.007250	-0.000099	
0.007260	-0.000201	
0.007270	-0.000297	
0.007280	-0.000384	
0.007290	-0.000464	
0.007300	-0.000533	
0.007310	-0.000592	
0.007320	-0.000640	
0.007330	-0.000677	
0.007340	-0.000702	
0.007350	-0.000715	
0.007360	-0.000717	
0.007370	-0.000708	
0.007380	-0.000688	
0.007390	-0.000658	
0.007400	-0.000619	
0.007410	-0.000571	
0.007420	-0.000516	
0.007430	-0.000455	
0.007440	-0.000388	
0.007450	-0.000318	
0.007460	-0.000244	
0.007470	-0.000170	
0.007480	-0.000095	
0.007490	-0.000021	
0.007500	0.000052	
0.007510	0.000121	
0.007520	0.000186	
0.007530	0.000246	
0.007540	0.000301	
0.007550	0.000349	
0.007560	0.000390	
0.007570	0.000424	
0.007580	0.000451	
0.007590	0.000469	
0.007600	0.000480	
0.007610	0.000483	
0.007620	0.000478	
0.007630	0.000466	
0.007640	0.000447	
0.007650	0.000422	
0.007660	0.000391	
0.007670	0.000355	
0.007680	0.000315	
0.007690	0.000271	
0.007700	0.000224	
0.007710	0.000175	
0.007720	0.000125	
0.007730	0.000075	
0.007740	0.000024	
0.007750	-0.000024	
0.007760	-0.000071	
0.007770	-0.000116	
0.007780	-0.000157	
0.007790	-0.000195	
0.007800	-0.000228	
0.007810	-0.000257	
0.007820	-0.000281	
0.007830	-0.000300	
0.007840	-0.000313	
0.007850	-0.000321	
0.007860	-0.000324	
0.007870	-0.000322	
0.007880	-0.000315	
0.007890	-0.000304	
0.007900	-0.000288	
0.007910	-0.000268	
0.007920	-0.000244	
0.007930	-0.000218	
0.007940	-0.000189	
0.007950	-0.000158	
0.007960	-0.000125	
0.007970	-0.000091	
0.007980	-0.000057	
0.007990	-0.000024	
