t	f	
0.000000	0.000000	
0.000010	1.991874	
0.000020	3.686060	
0.000030	5.087692	
0.000040	6.203746	
0.000050	7.042830	
0.000060	7.614519	
0.000070	7.928805	
0.000080	8.001054	
0.000090	7.831239	
0.000100	7.472473	
0.000110	6.927126	
0.000120	6.213767	
0.000130	5.354116	
0.000140	4.371105	
0.000150	3.288212	
0.000160	2.129826	
0.000170	0.920272	
0.000180	-0.316256	
0.000190	-1.555958	
0.000200	-2.775843	
0.000210	-3.954011	
0.000220	-5.069836	
0.000230	-6.104390	
0.000240	-7.040707	
0.000250	-7.863752	
0.000260	-8.560701	
0.000270	-9.121105	
0.000280	-9.536910	
0.000290	-9.801036	
0.000300	-9.912256	
0.000310	-9.864347	
0.000320	-9.672824	
0.000330	-9.336709	
0.000340	-8.864298	
0.000350	-8.263003	
0.000360	-7.543878	
0.000370	-6.719766	
0.000380	-5.805068	
0.000390	-4.815362	
0.000400	-3.767166	
0.000410	-2.677894	
0.000420	-1.565271	
0.000430	-0.447134	
0.000440	0.658873	
0.000450	1.735577	
0.000460	2.766459	
0.000470	3.736173	
0.000480	4.630369	
0.000490	5.436220	
0.000500	6.142430	
0.000510	6.739457	
0.000520	7.219538	
0.000530	7.576926	
0.000540	7.806383	
0.000550	7.907891	
0.000560	7.868027	
0.000570	7.717675	
0.000580	7.448051	
0.000590	7.066360	
0.000600	6.578874	
0.000610	5.994929	
0.000620	5.325293	
0.000630	4.581950	
0.000640	3.777854	
0.000650	2.926710	
0.000660	2.042769	
0.000670	1.140577	
0.000680	0.234728	
0.000690	-0.660359	
0.000700	-1.530659	
0.000710	-2.362728	
0.000720	-3.144050	
0.000730	-3.863052	
0.000740	-4.509356	
0.000750	-5.073804	
0.000760	-5.548735	
0.000770	-5.928025	
0.000780	-6.205550	
0.000790	-6.380160	
0.000800	-6.450584	
0.000810	-6.411322	
0.000820	-6.277300	
0.000830	-6.046648	
0.000840	-5.724211	
0.000850	-5.317924	
0.000860	-4.834031	
0.000870	-4.281388	
0.000880	-3.669828	
0.000890	-3.009988	
0.000900	-2.313073	
0.000910	-1.590722	
0.000920	-0.854794	
0.000930	-0.117163	
0.000940	0.610451	
0.000950	1.316673	
0.000960	1.990706	
0.000970	2.622352	
0.000980	3.202273	
0.000990	3.722097	
0.001000	4.174545	
0.001010	4.553484	
0.001020	4.854025	
0.001030	5.071246	
0.001040	5.204472	
0.001050	5.252817	
0.001060	5.209094	
0.001070	5.091640	
0.001080	4.895953	
0.001090	4.626119	
0.001100	4.288793	
0.001110	3.889057	
0.001120	3.434214	
0.001130	2.932322	
0.001140	2.392086	
0.001150	1.822659	
0.001160	1.233525	
0.001170	0.634355	
0.001180	0.034797	
0.001190	-0.555646	
0.001200	-1.127761	
0.001210	-1.672773	
0.001220	-2.182491	
0.001230	-2.649409	
0.001240	-3.066790	
0.001250	-3.428793	
0.001260	-3.730532	
0.001270	-3.968185	
0.001280	-4.137766	
0.001290	-4.238896	
0.001300	-4.270846	
0.001310	-4.229934	
0.001320	-4.128149	
0.001330	-3.962424	
0.001340	-3.736849	
0.001350	-3.457034	
0.001360	-3.127067	
0.001370	-2.752947	
0.001380	-2.341287	
0.001390	-1.899200	
0.001400	-1.434162	
0.001410	-0.953923	
0.001420	-0.466342	
0.001430	0.020738	
0.001440	0.499605	
0.001450	0.962786	
0.001460	1.403223	
0.001470	1.814299	
0.001480	2.189965	
0.001490	2.524820	
0.001500	2.814197	
0.001510	3.054240	
0.001520	3.240706	
0.001530	3.372696	
0.001540	3.448950	
0.001550	3.468870	
0.001560	3.431478	
0.001570	3.342656	
0.001580	3.202742	
0.001590	3.014590	
0.001600	2.782929	
0.001610	2.511032	
0.001620	2.203816	
0.001630	1.866698	
0.001640	1.505488	
0.001650	1.126282	
0.001660	0.735384	
0.001670	0.339189	
0.001680	-0.055941	
0.001690	-0.443761	
0.001700	-0.818222	
0.001710	-1.173644	
0.001720	-1.504695	
0.001730	-1.806518	
0.001740	-2.074799	
0.001750	-2.305810	
0.001760	-2.496467	
0.001770	-2.643275	
0.001780	-2.745712	
0.001790	-2.802811	
0.001800	-2.815037	
0.001810	-2.775565	
0.001820	-2.699202	
0.001830	-2.581711	
0.001840	-2.425455	
0.001850	-2.234410	
0.001860	-2.011165	
0.001870	-1.759744	
0.001880	-1.484572	
0.001890	-1.190378	
0.001900	-0.882113	
0.001910	-0.564904	
0.001920	-0.243929	
0.001930	0.075666	
0.001940	0.388837	
0.001950	0.690743	
0.001960	0.976788	
0.001970	1.242692	
0.001980	1.484559	
0.001990	1.698929	
0.002000	1.882832	
0.002010	2.033824	
0.002020	2.149039	
0.002030	2.228221	
0.002040	2.270630	
0.002050	2.276186	
0.002060	2.241537	
0.002070	2.176240	
0.002080	2.077880	
0.002090	1.948422	
0.002100	1.791216	
0.002110	1.608288	
0.002120	1.402923	
0.002130	1.178723	
0.002140	0.939533	
0.002150	0.689383	
0.002160	0.432417	
0.002170	0.172822	
0.002180	-0.085241	
0.002190	-0.337709	
0.002200	-0.580686	
0.002210	-0.810484	
0.002220	-1.023672	
0.002230	-1.217132	
0.002240	-1.388113	
0.002250	-1.534245	
0.002260	-1.652639	
0.002270	-1.742823	
0.002280	-1.803817	
0.002290	-1.835057	
0.002300	-1.836222	
0.002310	-1.805744	
0.002320	-1.750408	
0.002330	-1.668439	
0.002340	-1.561581	
0.002350	-1.432639	
0.002360	-1.283201	
0.002370	-1.115941	
0.002380	-0.933783	
0.002390	-0.739845	
0.002400	-0.537389	
0.002410	-0.329766	
0.002420	-0.120360	
0.002430	0.087480	
0.002440	0.290495	
0.002450	0.485563	
0.002460	0.669723	
0.002470	0.840231	
0.002480	0.994599	
0.002490	1.130630	
0.002500	1.246445	
0.002510	1.339831	
0.002520	1.410373	
0.002530	1.457316	
0.002540	1.480217	
0.002550	1.474665	
0.002560	1.448180	
0.002570	1.401648	
0.002580	1.333941	
0.002590	1.246385	
0.002600	1.141213	
0.002610	1.019782	
0.002620	0.884255	
0.002630	0.736995	
0.002640	0.580517	
0.002650	0.417449	
0.002660	0.250490	
0.002670	0.082353	
0.002680	-0.084280	
0.002690	-0.246794	
0.002700	-0.402701	
0.002710	-0.549639	
0.002720	-0.685422	
0.002730	-0.808070	
0.002740	-0.915843	
0.002750	-1.006643	
0.002760	-1.079917	
0.002770	-1.134795	
0.002780	-1.170687	
0.002790	-1.187232	
0.002800	-1.181584	
0.002810	-1.158751	
0.002820	-1.119810	
0.002830	-1.064021	
0.002840	-0.992457	
0.002850	-0.906493	
0.002860	-0.808185	
0.002870	-0.698763	
0.002880	-0.580130	
0.002890	-0.454308	
0.002900	-0.323407	
0.002910	-0.189590	
0.002920	-0.055024	
0.002930	0.078148	
0.002940	0.207839	
0.002950	0.332058	
0.002960	0.448933	
0.002970	0.556728	
0.002980	0.653888	
0.002990	0.739029	
0.003000	0.810448	
0.003010	0.867771	
0.003020	0.910317	
0.003030	0.937629	
0.003040	0.949397	
0.003050	0.943672	
0.003060	0.924155	
0.003070	0.891762	
0.003080	0.846016	
0.003090	0.787778	
0.003100	0.718159	
0.003110	0.638851	
0.003120	0.550801	
0.003130	0.455538	
0.003140	0.354682	
0.003150	0.249924	
0.003160	0.142989	
0.003170	0.035603	
0.003180	-0.070524	
0.003190	-0.173733	
0.003200	-0.272434	
0.003210	-0.365146	
0.003220	-0.450495	
0.003230	-0.527242	
0.003240	-0.593802	
0.003250	-0.649774	
0.003260	-0.694449	
0.003270	-0.727300	
0.003280	-0.747966	
0.003290	-0.756581	
0.003300	-0.750755	
0.003310	-0.734202	
0.003320	-0.707431	
0.003330	-0.670126	
